,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,mobile,tag,shisiwu,date
0,14386882,5392510,1170,6,14.0,0,夜***,加盐教育机构不给退款,"目前本人在上海因为疫情导致我现在没有工作，我现在几乎没有存款，艰难维持生活的同时，已很难承担下个月的还款。
恳请政府领导能够给予帮助",1651078475,180.164.73.*,待回复,待回复,未交办,0,0,武汉市市长程用文,求助,教育,客户端,,,,,0,1,1.0,,,,,,0,1,1651112978, 上海市,,,False,2022-04-27
1,14386609,6265867,1335,6,14.0,0,a***,精准扶贫补助,尊敬的市委书记你好，我是一名就读于上海市华东理工大学的大二学生，家长在贵州省毕节市织金县，我先说明一下我的情况，2020年的精准扶贫补...,1651075373,39.144.104.*,待回复,待回复,未交办,0,0,毕节市委书记吴强,求助,教育,客户端,,,,,0,1,,,,,,,0,0,1651140903, 北京市,,,False,2022-04-27
2,14384188,1330161,4304,6,12.0,0,w***,上海镇雄籍人员返乡咨询,我是镇雄罗坎镇人，现在人在在上海。现在处于防范区近期无感染人员，我想咨询一下我们是否能够返乡，由于疫情原因处于停工状态没有正常的收入，...,1651065104,112.65.48.*,待回复,待回复,未交办,0,0,镇雄县委书记,求助,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1651131255, 上海市,,,False,2022-04-27
3,14377186,6657188,1555,5,9.0,0,W***,关于河州味道在上海注册登记没有收到相关补贴,尊敬的领导您好，我来自临夏县麻尼寺沟乡寺庄村，一社69号的村民，在上海开兰州拉面，自从2019年，通过先商务部组织统计，在<label...,1651046981,120.204.134.*,待回复,待回复,未交办,0,0,临夏回族自治州党委书记郭鹤立,建言,三农,微信小程序,,,,,0,1,,,,,,,0,0,1651140903, 上海市,,,False,2022-04-27
4,14374125,6650825,1475,2,6.0,0,h***,环线海棠溪-上浩站噪音扰民,尊敬的领导您好，环线上新街至上浩路段高架噪音污染十分严重，环线的高架和1号线的高架完全不同，环线的高架两边没有任何防护，轨道完全暴露在空中，地铁运行时车轮与轨道作用产生的噪音很容易在空气中传播，加<l...,1651040738,106.89.208.*,待回复,待回复,未交办,0,0,南岸区委书记许洪斌,投诉,交通,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1651072685, 重庆市,,,False,2022-04-27
5,14366131,6649073,555,6,11.0,0,W***,公司拖欠员工工资及违法开除,我于2021年5月9日入职上海艺齐来文化传播有限公司，签订的劳动合同为每月15日发放工资。公司总部地址：<label style='c...,1651025288,117.143.55.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1651118464, 上海市,,,False,2022-04-27
6,14360232,6516317,556,5,14.0,0,x***,上海应用技术大学校名问题,尊敬的市长先生您好，上海应用技术大学近来发展迅速，已成功获得博士点，且积极参与到奉贤新城的建设中，参与了东方美谷等重大项目。,1650990276,61.152.143.*,待回复,待回复,未交办,0,0,上海市市长龚正,建言,教育,微信小程序,,,,,0,1,,,,,,,0,0,1651204804, 上海市,,,False,2022-04-26
7,14358434,3416366,1273,2,11.0,0,W***,关于融绿园林工程上海有限公司首府项目拖欠工资,诉求:1，请求支付拖欠工资税后63640元。2，请求支付车旅费报销1164元。3，请求支付现场工具采购报销45.5元。4，请求支付5月至12月份五险一金，共计8个月，每个月1860元计算。小计1488...,1650981676,111.121.32.*,待回复,待回复,未交办,0,0,贵港市委书记何录春,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1651017944, 贵州省 贵阳市,,,False,2022-04-26
8,14355105,6642308,4194,2,11.0,0,欧***,拖欠工资,所在工程项目为温州瓯江口市政工程ppp项目瓯锦河管理用房，总包单位是上海建工，我在上...,1650971827,223.104.159.*,已办理,已办理,未交办,0,1,鹿城区委书记,投诉,就业,客户端,,,,,0,1,,,,,,,0,0,1650986147, 北京市,,,False,2022-04-26
9,14350731,1601653,973,2,11.0,0,W***,基本工资低于上海最低工资,上海翡眯乐母婴用品有限公司一直以来发工资从不给员工发工资条，加班费每次都对不上，况且3月份一天假也没有请，基本工资低于<label s...,1650962375,114.89.53.*,待回复,待回复,未交办,0,0,青浦区委书记徐建,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1651146078, 上海市,,,False,2022-04-26
0,14345177,6635302,555,6,4.0,0,W***,关于上海寻梦信息技术有限公司拖欠退款的求助,领导您好!本人于4.11日于拼多多平台realme五洲和诚专卖店购买一部手机。4.13日发现该机存在质量问题，遂前往本地官方售后客服中心检测，并由realme官方售后当场开具了质量存在问题检测单。4....,1650954804,106.44.5.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1650966114, 湖南省 长沙市,,,False,2022-04-26
1,14342135,6633005,969,2,11.0,0,林***,上海栖梧劳务派遣有限公司拖欠工资,本人余宁，于2022/2/15入职松江日沛电脑厂，3月/30离职。合同上写明3/26在职工价38元/小时，实际发放工资30元/小时。本人2月份考勤66小时，3月份截止26号172小时，所以还需补差价（...,1650949343,223.167.152.*,待回复,待回复,未交办,0,0,松江区委书记程向民,投诉,就业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1650988403, 上海市,,,False,2022-04-26
2,14341095,6631968,1169,5,12.0,116,甜***,建议明确外地来汉免费集中隔离要求,原因：上海允许外来人员返回家乡后，基于浙江省、安徽省等周边省份仅提供付费集中隔离，不少<label style='color:red'...,1650947026,171.43.187.*,待回复,待回复,未交办,0,0,武汉市委书记郭元强,建言,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1651204804, 湖北省 武汉市,,,False,2022-04-26
3,14335887,6229405,2942,1,14.0,0,y***,新市区上海城上学选择,我们于2016年购房上海城，但今年要了孩子咨询周边很多学校无法就读，只有新规划的妇联幼儿园于2024年建成，但<label style...,1650936178,49.117.220.*,已办理,已办理,线下交办,0,0,新市区委书记,咨询,教育,客户端,,,,,0,1,,,,,,,0,0,1651121298, 新疆维吾尔自治区,,,False,2022-04-26
4,14333553,2184123,1881,6,20.0,0,相***,求助,尊敬的书记你好，我是万源市竹峪镇后坝沟村柏家沟组村民，我家老婆是一名精神病患者，长期吃药，一个儿子现就读达州市高等技工学校，本人也身体多病，为了维持生活，我每年都托病外出打工维持全家人生活，今年同样外...,1650923099,101.84.52.*,待回复,待回复,未交办,0,0,万源市委书记,求助,金融,客户端,,,,,0,1,,,,,,,0,0,1651061778, 上海市,,,False,2022-04-25
5,14331720,6594697,3746,6,11.0,0,蒙***,拖欠我工资,截止4月22日也没收到工资，请领导协助，我本人已经回到上海，目前疫情无法前往兴安盟乌兰浩特劳动部门投诉，只能网上投诉，并且要还房贷和生...,1650896869,223.116.208.*,办理中,待回复,线下交办,0,0,乌兰浩特市委书记,求助,就业,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1651154251, 北京市,,,False,2022-04-25
6,14330869,6626437,3809,2,11.0,0,W***,因离职私自扣除本人工资,本人在上海市杨浦区本溪路181号安足道养生会馆从事前台工作，因有事离职，但他为了自己公司利益怕影响生意，在离职前10月的工资跟我说，因...,1650893460,183.200.129.*,已办理,已办理,未交办,0,3,沁水县委书记,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1651124307, 山西省 运城市,,,False,2022-04-25
7,14330791,2027054,2342,1,7.0,0,陈***,金安区椿树镇,听说金安区今年启动特色小镇概念性规划，具体怎么规划的椿树，什么时候正式出规划图，上海松江产业园是要落户椿树产业园吗,1650893159,101.66.48.*,待回复,待回复,未交办,0,0,金安区委书记,咨询,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1651048769, 浙江省 台州市,,,False,2022-04-25
8,14329128,5681019,542,5,6.0,0,Z***,提升天津地铁服务能力,天津地铁候车站台显示屏的提示列车到站时间经常不精确，建议学习上海，南京，苏州等大城市将列车进站倒计时精确到秒，而不是显示“＜1分钟”，...,1650887001,202.99.106.*,办理中,待回复,线上交办,0,0,天津市市长,建言,交通,微信小程序,,,,,0,1,,,,,,,0,0,1651061778, 天津市,,,False,2022-04-25
9,14328991,3672618,952,2,4.0,0,来***,投诉铠侠电子中国有限公司,2021年12月份，我在这家公司买了一张内存卡，之后有质量问题联系他们的客服在今年3月份，他们让我寄回去退货，到现在不了了之，没有给我把卡给换回来，我到全国12315平台上面投诉这家公司，找监管单位，...,1650886497,43.250.201.*,待回复,待回复,未交办,0,0,静安区区长王华,投诉,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1651046313,热心网友,,,False,2022-04-25
0,14328515,2603638,555,2,10.0,0,知***,关于上海数龙科技有限公司欺骗消费者,最气人的是该公司也承认确实有折扣号存在，但是该公司说不管他们的事，应该是欢太科技的事，因为我下载的是渠道服在欢太科技旗下应用商店下载的，我去找了欢太科技，该公司说游戏公司的责任，也就是<label s...,1650884729,180.174.130.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,文娱,微信小程序,,,,,0,1,0.0,,,,,,0,3,1650961073, 上海市,,,False,2022-04-25
1,14324672,6622508,1187,5,6.0,0,风***,黄梅东站车次太少了,是否可以让省里与上海铁路局协商增加黄梅东停靠班次，方便黄梅老百姓出行,1650873206,27.18.210.*,待回复,待回复,未交办,0,0,黄冈市委书记张家胜,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1651204646, 湖北省 武汉市,,,False,2022-04-25
2,14323762,6621706,1029,6,12.0,0,万***,上海转入合肥个人医保关系半年无消息,尊敬的虞市长，您好，我是一名在合肥生活的普通人，我2014年到2019年在上海工作，于20198年回到合肥，在2021年（去年）9月份...,1650870216,36.5.169.*,待回复,待回复,未交办,0,1,合肥市委书记虞爱华,求助,医疗,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1650901449, 安徽省 铜陵市,,,False,2022-04-25
3,14323074,6603123,1773,6,1.0,0,D***,私人订制理发店欺骗充值4000,联系到该理发师得知原店转移到香槟广场负一楼私人订制理发店，并被告知必须再充值1350元才能用原会员卡内的钱，被强迫充值消费后余2800元，后2022.1.17找该理发师理发以放假为由拒绝了我，2022...,1650867959,180.160.115.*,办理中,待回复,线下交办,0,0,锦江区委书记,求助,治安,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1651055238, 上海市,,,False,2022-04-25
4,14321368,1867418,2745,1,7.0,0,z***,咨询,"尊敬的领导你好
我咨询一下本人在上海支援建设临港方舱医院，别的村里在统计参与建设中，请问有没有什么政策？",1650861893,180.165.103.*,待回复,待回复,未交办,0,2,清水县委书记,咨询,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1651061778, 上海市,,,False,2022-04-25
5,14319320,6618996,556,2,6.0,0,W***,新车办理ETC，显示该车牌号被占用,我是河南郑州市民，车牌号豫AD566xx，在郑州办理ETC时显示该车牌号在中国银行上海发行方办理过发行业务，导致我无法办理ETC服务，...,1650855561,222.85.76.*,待回复,待回复,未交办,0,0,上海市市长龚正,投诉,交通,微信小程序,,,,,0,1,,,,,,,0,0,1651045733, 河南省 郑州市,,,False,2022-04-25
6,14317747,6617822,970,2,1.0,0,H***,手机号无故被公安局松江分局刑侦支队封停,本人名下手机号18905093xxx不知什么原因在去年2021年10月27日封停，经96110电话查询被上海市公安局松江分局刑侦支队封...,1650851319,59.60.255.*,待回复,待回复,未交办,0,1,松江区区长李谦,投诉,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1650902727, 福建省 南平市,,,False,2022-04-25
7,14316866,6470548,1167,5,7.0,0,小***,关于现代化区域中心城市的建议,我本科在浙江、研究生在上海，回驻马店工作已4年有余，见证了驻马店的发展，也看到了驻马店存在的一些问题。,1650848424,218.28.103.*,已办理,已一次评价,未交办,0,1,驻马店市委书记鲍常勇,建言,城建,PC浏览器,,,,,0,1,,,3.0,3.0,3.0,3.0,0,0,1650868650, 河南省 驻马店市,,,False,2022-04-25
8,14314218,6600287,539,2,4.0,0,晓***,飘亚健身王府井分公司侵犯消费者权益,"侵权公司详细名称：飘亚健身（上海）有限公司北京王府井分公司
注册地址：北京市东城区王府井大街269号院1号楼4层404b号商铺
经营地...",1650815446,114.255.249.*,办理中,待回复,线下交办,0,0,北京市委书记蔡奇,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1650986147, 北京市,,,False,2022-04-24
9,14310291,6440065,733,6,20.0,0,刘***,咨询北京刑侦总队冻结银行,北京反诈专线给我打电话说是上海冻结的，我打了上海市公安局嘉定分局刑侦...,1650796452,116.30.172.*,已办理,已办理,线下交办,0,0,东城区委书记孙新军,求助,金融,手机浏览器,,,,,0,1,,,,,,,0,0,1650986147, 广东省 深圳市,,,False,2022-04-24
0,14308934,4964260,597,2,11.0,0,功***,拖欠农民工工资,2022年1月份，我们在宁夏中卫市中宁县希岸酒店施工，分包单位是：喜亭智能建筑(上海)有限公司，拖欠我们工资总共11600元，找承包单...,1650790669,111.49.37.*,待回复,待回复,未交办,0,0,宁夏回族自治区党委书记梁言顺,投诉,就业,客户端,,,,,0,1,1.0,,,,,,0,1,1650975031, 宁夏回族自治区,,,False,2022-04-24
1,14308566,3445982,3856,1,2.0,0,左***,研究生毕业户籍迁回政策,我原先尧都区户籍，后来考上研究生，将户籍迁出到上海学校，现将毕业，想将户口再迁回咱们尧都区，我想咨询一下需要什么样的资料或者条件的，还...,1650789379,223.104.211.*,待回复,待回复,未交办,0,0,尧都区委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1650975031, 北京市,,,False,2022-04-24
2,14308448,6613333,539,5,2.0,0,n***,关于北京积分落户职住加分项以及增加名额的建议,从近两三年一线城市吸引人才的数量看，北京已经屈居深圳、广州、上海、杭州之后，即使放宽应届毕业生落户，但由于北京的房价、房租、学区房成本...,1650788986,59.108.58.*,已办理,已办理,未交办,0,0,北京市委书记蔡奇,建言,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1650960667, 北京市,,,False,2022-04-24
3,14307863,2944863,2519,1,1.0,0,大***,求助,尊敬的领导，您们好，请问现在从上海回老家新蔡需要什么手续费？回新蔡还需要在哪里隔离多久时间？另外隔离费用是自费吗？隔离一天费用是多少？,1650787188,183.204.155.*,已办理,已办理,未交办,0,2,新蔡县委书记邵奉公,咨询,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1650802582, 河南省 平顶山市,,,False,2022-04-24
4,14307565,6612989,1121,6,14.0,0,许***,希望海曲小学秋季招4年级,我们现在在实验二小上平时电动车去学校还好点，冬天雨天雨天开车特别堵来回得四十多分钟，上海曲小学可以步行去。特别是我们两个孩子的，一个一...,1650786109,182.37.114.*,办理中,待回复,线下交办,0,0,日照市委书记张惠,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1650976159, 山东省 日照市,,,False,2022-04-24
5,14306623,6440065,540,6,20.0,0,刘***,咨询北京刑侦总队冻结银行卡事宜,北京反诈专线给我打电话说是上海冻结的，我打了上海市公安局嘉定分局刑侦...,1650782923,116.30.172.*,办理中,待回复,线下交办,0,0,北京市市长陈吉宁,求助,金融,手机浏览器,,,,,0,1,,,,,,,0,0,1650801640, 广东省 深圳市,,,False,2022-04-24
6,14304505,1967483,1290,5,7.0,0,W***,自有充电桩共享化改造,了解到目前北京，上海都有类似政策，且有对应补贴。,1650773757,171.209.139.*,办理中,待回复,线上交办,0,0,成都市市长王凤朝,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1650854032, 四川省 成都市,,,False,2022-04-24
7,14303338,6610520,1217,5,2.0,66,Z***,商业按揭贷款转公积金贷款,目前四大一线城市中，除广州外，深圳上海北京均支持商转公，因此从操作层面来说是有据可依的。,1650769732,223.104.6.*,办理中,待回复,线下交办,0,1,广州市委书记林克庆,建言,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1650812511, 福建省 福州市,,,False,2022-04-24
8,14301910,6609723,1216,6,14.0,0,面***,面临小孩上学难的问题,我是万千来娄创业中的一员，新化人，自从我从上海回娄创业至今已有6年，但是最近我小孩的就学问题一直是我的心头病。之前小孩没到上学年纪，也...,1650765716,223.157.15.*,办理中,待回复,线下交办,0,0,娄底市市长曾超群,求助,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1650902727, 湖南省 岳阳市,,,False,2022-04-24
9,14298141,6599772,557,6,7.0,0,W***,还我钱,江苏吴之上建筑劳务公司李*刚电话1896****130项目经理陈*梁135*****019设计单位上海天华建筑设计有限公司研发单位太仓...,1650727504,111.14.66.*,已办理,已办理,线上交办,0,0,江苏省委书记吴政隆,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1650789068, 山东省 聊城市,,,False,2022-04-23
0,14295621,6606828,571,2,6.0,0,W***,安九高铁黄梅东站停靠车次少的问题,望省市县各级业务单位积极对接上海局集团公司给黄梅人民群众一个解释。,1650715478,183.70.95.*,待回复,待回复,未交办,0,0,湖北省委书记王蒙徽,投诉,交通,微信小程序,,,,,0,1,,,,,,,0,0,1650853342, 重庆市,,,False,2022-04-23
1,14293697,6605896,2745,2,11.0,0,双***,在上海外出打工疫情补助,请问一下清水有政策说给在上海的甘肃籍务工人员有800元疫情补贴。贾川乡吊坪村已经核实，贾川村的村领导却说没有，说这一消息属于谣传，请问...,1650705242,101.229.42.*,已办理,已办理,未交办,0,0,清水县委书记,投诉,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1650722360, 上海市,,,False,2022-04-23
2,14293126,6605609,876,1,6.0,0,W***,如何从上海到大连,领导您好，我是今年的毕业生，我在上海上学，三月份毕业，签了大连的工作，因为疫情无法入职。现在按政策，可以离开<label style=...,1650702699,58.247.22.*,待回复,待回复,未交办,0,6,大连市市长陈绍旺,咨询,交通,微信小程序,,,,,0,1,,,,,,,0,0,1650854032, 上海市,,,False,2022-04-23
3,14292588,6605220,841,6,2.0,0,乐***,健康码突然变成红码，我一直在运城盐湖区,社区让持核酸报告、健康码等资料去找办事处解码，办事处回复说红码比较特殊，经查询说是我是上海入运人员所以赋红码，我很懵，我从来都没去过<...,1650700182,60.222.211.*,办理中,待回复,线上交办,0,0,运城市委书记丁小强,求助,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1650786717, 山西省 运城市,,,False,2022-04-23
4,14290372,6603552,3887,6,6.0,0,孙***,解除购票入京限制,因入境地点在上海，所以目前购票进京受到了大数据误伤，无法购票。,1650689326,60.208.84.*,已办理,已一次评价,未交办,0,0,历下区委书记,求助,交通,PC浏览器,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1650786717, 山东省 济南市,,,False,2022-04-23
5,14289112,6602828,567,2,7.0,0,薄***,延迟交房问题,东明县建发置业有限公司开发上海城小区一直处于停工状态。给开发商打电话是一托再拖2_3年了不给于解决，整个小区有200多户大部分都是分期...,1650683681,39.144.0.*,待回复,待回复,未交办,0,0,山东省委书记李干杰,投诉,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1650852467, 北京市,,,False,2022-04-23
6,14280706,6598798,1167,1,1.0,0,j***,上海公安能否跨省调动到驻马店下面县城,"书记您好
想咨询一下您，上海在编公安已经满五年，能否调动到县城公安队伍中去，想为家里人服务。
能的话，需要准备什么？谢谢领导",1650627929,101.84.48.*,待回复,待回复,未交办,0,0,驻马店市委书记鲍常勇,咨询,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1650802171, 上海市,,,False,2022-04-22
7,14277975,2563391,583,6,12.0,0,我***,外地转移到成都医保不予累计计算,尊敬的领导您好，外地转移到成都市医保不予累计计算，据我了解《中华人民共和国社会保险法》明确规定，外地转移医保合并累计计算，现在很多城市北京上海</la...,1650616436,117.176.222.*,办理中,待回复,线上交办,0,0,四川省委书记王晓晖,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1650805861, 四川省 成都市,,,False,2022-04-22
8,14277495,6442426,1187,5,6.0,0,2***,关于黄梅东站问题请求市委予以协调,恳请市铁路办协调上级政府及有关部门解决三个方面问题：增加黄梅东站列车停靠密度；开通黄梅东站至北京列车，恢复黄梅至深圳、广州列车；将黄梅东站由上海</l...,1650614764,117.85.29.*,待回复,待回复,未交办,0,0,黄冈市委书记张家胜,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1650707558, 江苏省 无锡市,,,False,2022-04-22
9,14276267,6595969,583,6,11.0,0,萱***,2022年四川省公务员考试报名费退还问题,因上海市疫情管控，自2022年3月中旬一来一直居家隔离，导致无法参加2022年3月26日举行的四川省公务员考试。希望能退还考试报名费。,1650610819,101.229.0.*,办理中,待回复,线上交办,0,1,四川省委书记王晓晖,求助,就业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1650701340, 上海市,,,False,2022-04-22
0,14275072,4275232,992,6,11.0,0,W***,因故拖欠工资，请领导给予帮助，谢谢 ,领导你们好，我现居陕西省商洛市，2021年3月25日入职江苏省南通市崇川区竹行街道和兴东路98号上海电气国轩高科，上班至2022年3月...,1650606015,113.201.200.*,办理中,待回复,线上交办,0,0,南通市市长吴新明,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1650718193, 陕西省 西安市,,,False,2022-04-22
1,14275013,3445982,545,1,2.0,0,左***,研究生毕业户籍能否迁回原户籍地,我原户籍是临汾尧都区，后来考上上海研究生就把户口迁出了，现将毕业，能否把户籍/户口再迁回咱们临汾，需要什么资料,1650605808,117.136.8.*,待回复,待回复,未交办,0,0,山西省委书记林武,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1650766799, 上海市,,,False,2022-04-22
2,14274785,4113190,541,6,7.0,0,云***,上海芸绮物业天津分公司不退押金,2017年12月，我在红桥区河海花园小区的房子因装修，给当时的物业公司，上海芸绮物业有限公司天津分公司缴纳了装修押金、装修垃圾清运处置...,1650604690,116.130.194.*,办理中,待回复,线上交办,0,0,天津市委书记李鸿忠,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1650763848, 辽宁省 朝阳市,,,False,2022-04-22
3,14273961,6594244,957,6,14.0,0,掌***,掌门优课无法上课，承诺退费迟迟不办理,"尊敬的领导您好：
我于2021年8月9日办理上海掌小门教育科技有限公司旗下掌门优课“五年级数学敏思秋季系统班”，实际缴费1580元，但...",1650600917,111.16.39.*,已办理,已办理,未交办,0,0,虹口区委书记郭芳,求助,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1650622641, 山东省 临沂市,,,False,2022-04-22
4,14273747,5064626,562,1,14.0,0,Z***,关于专升本考试时间的咨询与建议,目前芜湖对主城区施行静态管理，小区现在只进不出，不止是我一个，芜湖市这边有很多专升本的考生被封闭在一些小区里，这会对在芜湖市境内的考生包括想要返乡的考生都会有影响，真的担心影响正常的专升本考试，特别是...,1650599927,36.63.209.*,已办理,已一次评价,未交办,0,1,安徽省省长王清宪,咨询,教育,手机浏览器,,,,,0,1,,,3.3333,4.0,3.0,3.0,0,0,1650686912, 安徽省 合肥市,,,False,2022-04-22
5,14272213,6386110,991,1,12.0,0,飞***,省外就医报销相关政策,领导好，我想咨询一下：我父亲一直缴纳如东城乡居民医疗保险，2022年缴纳的是530+50=580元，现在需要外省住院，开刀的地方是上海...,1650594672,101.39.84.*,办理中,待回复,线上交办,0,0,南通市委书记王晖,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1650702346, 北京市,,,False,2022-04-22
