,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,mobile,tag,shisiwu,date
7,15004223,4509873,2347,1,2.0,0,W***,防疫政策咨询,我老公现在在上海，想参加6月25号金寨事业单位招聘考试，需要提前回金寨隔离吗？,1654600009,114.105.45.*,已办理,已办理,未交办,0,0,金寨县委书记,咨询,政务,微信小程序,,,,,0,1,,,,,,,0,0,1654695644, 安徽省 合肥市,,,False,2022-06-07
8,15003887,6017725,584,2,7.0,0,Z***,市政规划设计严重不合理,辅道与小区被明渠及护栏隔离，803户群众进出小区极不方便；人车共用狭窄的通道，极不安全。,1654597881,182.151.204.*,办理中,待回复,线上交办,0,0,四川省省长黄强,投诉,城建,PC浏览器,,,,,0,1,1.0,,,,,,0,1,1654755610, 四川省 成都市,,,False,2022-06-07
9,15003882,3607981,539,2,2.0,0,一***,北京健康宝,领导，您好，本人于6月4日解除隔离，回到小紫草坞内与大队联系解除红码问题，由于村内没的权限进行解除，需要上报，并且已经上报镇政府，多次...,1654597875,111.193.12.*,已办理,已办理,未交办,0,0,北京市委书记蔡奇,投诉,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1654692051, 北京市,,,False,2022-06-07
0,15003526,6945883,2323,2,2.0,116,z***,疫情后回老家看望母亲,因为家中母亲84岁的高龄，需要回家照顾，上海已经解封回家还是需要报备.我也响应政府号召进行报备登记.但是回家需要的费用每个人需要1400的住宿隔离</...,1654595716,61.152.154.*,待回复,待回复,未交办,0,1,凤阳县委书记,投诉,政务,微信小程序,,,,,0,1,,,,,,,0,0,1654765114, 上海市,,,False,2022-06-07
1,15003121,3752489,1136,6,13.0,0,z***,高新区金科城二期儿童游乐场噪音问题,更是国家关心百姓的举措，要求：1、社区定时抽查效果，避免形式抽查，以居民公开调查为依据，督促物业工作效果；2、物业严格落实清场责任及清场次数，避免人员清场后返场，3、物业除了清场严格落实外，应进行游乐...,1654593737,171.8.6.*,待回复,待回复,未交办,0,0,郑州市市长何雄,求助,环保,PC浏览器,,,,,0,1,,,,,,,0,0,1654765114, 河南省 郑州市,,,False,2022-06-07
2,15002920,4670880,1104,5,7.0,0,慎***,滁州路道路中间隔离带损坏严重,滁州路崂山段（劲松五路-劲松七路之间）中间隔离带是柱石结构的，其上安装的遮光板损坏严重，随着周边区域环境的不断提升，已经与其格格不入。,1654592837,223.99.217.*,待回复,待回复,未交办,0,0,青岛市市长赵豪志,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1654786927, 山东省,,,False,2022-06-07
3,15002898,4969776,805,2,7.0,0,拆***,楼盘实际施工与规划图不一致,"鑫界王府小区楼盘实际施工与规划图不一致
内容概述：
1、鑫界王府小区规划总平图中显示：小区北侧33层高层住宅与相邻南侧洋房、别墅住宅为统一规划小区，整体容积率符合要求；
2、小区物业在高层住宅与洋房、...",1654592746,124.239.142.*,待回复,待回复,未交办,0,1,石家庄市委书记张超超,投诉,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1654754234, 河北省 唐山市,,,False,2022-06-07
4,15001331,3106252,2820,5,6.0,0,W***,中央隔离护栏的建议,领导您好，花城街绿地堤香公馆小区门前的悦缇路，道路两边有公办幼儿园，车辆厂工厂以及创意工业园等，孩子上下学及群众上落班车流大，路口多，电动车行人及机动车穿插左情况严重，建议增设中间<label sty...,1654586173,119.130.133.*,待回复,待回复,未交办,0,0,花都区委书记,建言,交通,客户端,,,,,0,1,,,,,,,0,0,1654695644, 广东省 广州市,,,False,2022-06-07
5,15001008,6989580,1141,6,7.0,0,三***,乐福小区疫情后封门，增加学生上下学安全隐患,此次疫情中，乐福小区出现多例新冠感染者，岳庄佳苑和李奇庄的居民遵守疫情防控安排，自觉居家隔离，没有出现一例新冠感染病例，此理由显然并不...,1654584632,120.216.231.*,待回复,待回复,未交办,0,0,平顶山市委书记张雷明,求助,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1654787798, 河南省,,,False,2022-06-07
6,15000362,3274727,556,6,4.0,0,1***,上海铁路局闵行站不给减免疫情期间房屋租金,号文件第二条第7款：减免小微企业和个体工商户房屋租金，全年合计免除6个月租金）之规定，我们承租的房屋位置上海市闵行区昆阳路1600号，位于上海铁路局闵行站，属于疫情高风险地区，因为落实防疫要求，关门停...,1654580717,180.158.22.*,待回复,待回复,未交办,0,0,上海市市长龚正,求助,企业,PC浏览器,,,,,0,1,,,,,,,0,0,1654651166, 上海市,,,False,2022-06-07
7,14999864,6979425,961,2,11.0,0,W***,老板拒发工资,离开时我咨询了居住地派出所，居委会均同意我离开居家隔离。现在依旧言语侮辱我们医护，拒发工资！态度嚣张，请有关部门严查！,1654577922,101.228.33.*,待回复,待回复,未交办,0,0,宝山区委书记陈杰,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1654765114, 上海市,,,False,2022-06-07
8,14999157,6992514,2746,1,12.0,116,下***,大学生返乡,书记你好，我在外省上大学今日回家，但被要求进行集中隔离，而且根据国务院6.3号发布的政策，大学生返乡是免费<label style='...,1654574149,42.89.58.*,办理中,待回复,线下交办,0,1,秦安县委书记,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1654651166, 甘肃省 兰州市,,,False,2022-06-07
9,14998265,6991911,3481,2,7.0,0,W***,朗庭院20号楼 前后100平米左右违建 ,朗庭院20号楼一楼违建，前后大概一百平米左右，和有关部门投诉说什么他家漏雨，小区那么多一楼就你自己家漏雨、漏雨你找物业报修啊，整个小区就你家这样不伦不类、还有私自围墙和小区整个<label style...,1654571019,113.235.74.*,待回复,待回复,未交办,0,0,普兰店区委书记,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1654786410, 辽宁省 大连市,,,False,2022-06-07
0,14997914,3648666,1136,1,14.0,116,郑***,金水区小学生家属离郑返郑,我孩子学校通知，孩子家属有离郑返郑的，小孩子不能上学，要在家隔离一周，我查找一番并未找到相应铭文规定。请问有无具体相关规定：小学生离郑...,1654569978,182.119.200.*,待回复,待回复,未交办,0,0,郑州市市长何雄,咨询,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1654651166, 河南省 郑州市,,,False,2022-06-07
1,14997670,6991751,2823,1,11.0,0,W***,咨询下疫情补贴的问题,在增城仙村朱仙路皇朝那个酒店工作，属于隔离酒店，在高风险区域工作，请问一下有防疫补贴吗，之前是有防疫补贴的，今年四月份突然就不给了，是...,1654569133,120.235.229.*,办理中,待回复,线下交办,0,0,增城区委书记,咨询,就业,微信小程序,,,,,0,1,,,,,,,0,0,1654588097, 广东省,,,False,2022-06-07
2,14997609,2139873,902,2,7.0,0,八***,路标牌和绿化问题,路中间隔离带和路两旁一点绿化也没弄长的也全是自然生长的杂草 。这两个加在一起真是彻彻底底的屯了 希望领导重视帮忙解决。,1654568934,119.53.162.*,待回复,待回复,未交办,0,0,长春市市长王子联,投诉,城建,客户端,,,,,0,1,,,,,,,0,0,1654669454, 吉林省 长春市,,,False,2022-06-07
3,14997472,6991599,807,6,2.0,116,W***,求助,我姥爷86岁了有严重心脏病，住在星河湾305楼，是否可以居家隔离？,1654568531,183.197.179.*,已办理,已办理,线上交办,0,0,唐山市委书记武卫东,求助,政务,微信小程序,,,,,0,1,,,,,,,0,0,1654594441, 河北省 衡水市,,,False,2022-06-07
4,14997389,6991528,1662,5,12.0,116,西***,采购问题反映,五矿隔离点除了药品外，其他物品如香烟，茶叶，牙膏之类无法购买。其他点可以采购。还请解决。,1654568282,120.8.48.*,待回复,待回复,未交办,0,0,峰峰矿区委书记,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1654594611, 河北省 邯郸市,,,False,2022-06-07
5,14996920,1453291,539,2,7.0,0,L***,朝阳东坝千亩湖公园隔离,尊敬的领导您好，现在北京疫情平稳，公园全部陆续开放，但位于东坝的千亩湖公园依然设置隔离，无法通行，极其不方便！希望督促东坝乡尽快开放阻...,1654566656,124.64.16.*,办理中,待回复,线下交办,0,0,北京市委书记蔡奇,投诉,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1654655774, 北京市,,,False,2022-06-07
6,14996790,2164894,1147,6,14.0,0,W***,长垣居家健康监测人员孩子需要一并居家健康监测,另外学校要求居家检测或者隔离人员的孩子不能上学，需要一同隔离，期满才...,1654566123,39.144.181.*,待回复,待回复,未交办,0,1,新乡市委书记李卫东,求助,教育,微信小程序,,,,,0,1,,,,,,,0,0,1654651166, 北京市,,,False,2022-06-07
7,14996103,5070687,943,1,7.0,0,F***,黄浦区大吉路310弄何时动迁,"小区老旧原本就带来不少的安全隐患，加上这次疫情，煤卫合用完全做不到隔离，对于老百姓雪上加霜。
不知为何这里旧改动迁这么难？",1654563154,183.195.42.*,待回复,待回复,未交办,0,0,黄浦区委书记杲云,咨询,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1654688147, 上海市,,,False,2022-06-07
8,14995808,6990907,1159,2,12.0,133,Z***,河南南阳市隔离酒店卫生,尊敬的领导：  我是从上海到南阳进行集中隔离的公民，南阳市集中隔离酒...,1654561442,39.144.181.*,办理中,待回复,线上交办,0,0,南阳市委书记朱是西,投诉,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,3,1654651166, 北京市,,,False,2022-06-07
9,14995521,6395233,2366,2,6.0,0,我***,车辆乱停乱放,因淮南街、兴华南街车辆乱停乱放，造成汽车出行不方便，骑电动车出门有时候看不到大路上有没有车，不安全，小孩上学放学的时候赌的走不动，有时候斑马线上都停上车，学生放学的时候过马路不安全，道路没有设置机非<...,1654559441,106.33.53.*,已办理,已办理,未交办,0,0,二七区委书记,投诉,交通,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1654651166, 河南省,,,False,2022-06-06
0,14992704,1999409,1367,6,2.0,0,曙***,中环国际城南区成立业委会难于登天,小区内商品房和回迁房完全隔离开。北寨子村有村委会解决村里事务，中环国际城南区商品房业主想成立业委会需要和北寨子村一起成立吗？需要如何办...,1654520962,123.139.101.*,待回复,待回复,未交办,0,0,西安市委书记方红卫,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1654588097, 陕西省 西安市,,,False,2022-06-06
1,14992592,6989843,1396,5,12.0,0,福***,返天隔离,市长您好，目前各地已取消低风险地区往来核酸查验等措施，但是据各种渠道了解到，我市天水南站下车后，依然要对省外低风险地区的群众采取自费隔离</label...,1654520411,150.255.31.*,待回复,待回复,未交办,0,1,天水市市长王国先,建言,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1654651166, 海南省 海口市,,,False,2022-06-06
2,14992348,6989738,1170,1,5.0,0,c***,上海到武汉防疫政策咨询,我是河南信阳人，目前在上海嘉定区，由于上海没有直达信阳的高铁，我想做高铁到武汉，请问到武汉下车后怎么隔离，<label style='...,1654519013,182.117.56.*,待回复,待回复,未交办,0,0,武汉市市长程用文,咨询,旅游,手机浏览器,,,,,0,1,,,,,,,0,0,1654651166, 河南省 信阳市,,,False,2022-06-06
3,14992202,0,593,6,12.0,116,匿***,甘肃省低风险地区自费隔离,领导您好，请问从外省（低风险地区）进入甘肃省天水市甘谷县自费隔离三天合不合理，天水市甘谷县火车站出站口核酸检测收款码是个人收款码这个合...,1654518098,47.93.163.*,办理中,待回复,线上交办,0,2,甘肃省委书记尹弘,求助,医疗,人民日报,,,,,0,1,,,,,,,0,0,1654651166,热心网友,,,False,2022-06-06
4,14991759,6989384,5092,5,,0,一***,建议开通中老铁路国际旅客列车,于疫情防控，火车可以实现单间包厢，降低传染风险，隔离点铁路部门在各市区均有酒店，疫情防控优势更为明显。,1654515332,202.62.102.*,待回复,待回复,未交办,0,0,国家铁路局党组书记、局长刘振芳,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1654611630,热心网友,,,False,2022-06-06
5,14991038,6816266,1289,6,2.0,0,W***,隔离酒店,我们是国外的留学生将入境到达成都，已经在成都的隔离的留学生发来了视频与照片，成都隔离...,1654510753,117.14.217.*,待回复,待回复,未交办,0,0,成都市委书记施小琳,求助,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1654651166, 天津市,,,False,2022-06-06
6,14990397,4923874,539,2,7.0,0,剑***,建议对丰桥路与万芳路东南角绿地进行维护,我们是丰桥路没线居民，近期看到丰桥路与万芳路十字路口东南角一处绿地十分荒芜，里面杂草丛生，原来种植的麦冬已干枯，绿化树有的早已枯死，用作隔离</lab...,1654507329,10.19.225.*,办理中,待回复,线下交办,0,0,北京市委书记蔡奇,投诉,城建,PC浏览器,,,,,0,1,1.0,,,,,,0,1,1654570424,热心网友,,,False,2022-06-06
7,14990309,6805821,805,6,7.0,0,W***,众美廊桥四季D区楼盘复工请求,不瞒您说，去年我已从石家庄离职，勤恳工作五年，让父母花了上百万却仍没有住所，为了刚出生的孩子和应对疫情隔离，纠结很久，只能辞掉了教师岗...,1654506942,159.226.24.*,办理中,待回复,线上交办,0,1,石家庄市委书记张超超,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1654608838, 北京市,,,False,2022-06-06
8,14990278,6988466,744,1,1.0,0,s***,田村东路，幸福童年幼儿园门前乱停车,海淀区田村东路，幸福童年幼儿园门前，乱停车的都竖着停，严重影响通行，请安装非机动车隔离带，谢谢,1654506825,223.72.77.*,待回复,待回复,未交办,0,0,海淀区区长,咨询,治安,客户端,,,,,0,1,1.0,,,,,,0,1,1654586609, 北京市,,,False,2022-06-06
9,14989969,3184546,557,2,7.0,0,姜***,地下车库存在安全隐患,现反映如下问题：1、该小区地下车库没有安装消防分区隔离门，仅以人防分区隔离</lab...,1654505571,223.67.184.*,办理中,待回复,线上交办,0,0,江苏省委书记吴政隆,投诉,城建,PC浏览器,,,,,0,1,1.0,,,,,,0,1,1654609578, 江苏省 盐城市,,,False,2022-06-06
0,14989627,6462545,1716,6,7.0,0,d***,防疫举措不利,6月6日，全北京除丰台外，其他区域都解除了禁令，但怀来的明白纸却还是7天强制隔离+7天居家<label style='color:re...,1654504281,183.242.15.*,待回复,待回复,未交办,0,0,怀来县委书记,求助,城建,PC浏览器,,,,,0,1,1.0,,,,,,0,1,1654609321, 北京市,,,False,2022-06-06
1,14988936,6987923,3402,1,2.0,0,T***,从大连市回长，是否需要隔离。,从大连市回到南关区亚泰大街与自由大路交会咨询返回，是否需要隔离，或需要提供哪些手续。,1654501613,36.104.161.*,已办理,已办理,未交办,0,0,南关区委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1654588097, 浙江省 杭州市,,,False,2022-06-06
2,14988754,6987612,2471,2,2.0,0,笑***,防疫政策到底是怎样的,五一期间，咨询社区从郑州回邓州什么政策，说要隔离7天6.1想回家陪孩子过节，再次咨询了政务服务电话，不需要<label style='...,1654500855,106.34.202.*,待回复,待回复,未交办,0,0,邓州市委书记金浩,投诉,政务,微信小程序,,,,,0,1,,,,,,,0,0,1654588097, 河南省 安阳市,,,False,2022-06-06
3,14988624,6987690,3402,1,2.0,0,清***,异地返长政策,从北京低风险地区返回金嘉水岸小区，是否需要隔离？,1654500271,36.48.79.*,已办理,已办理,未交办,0,0,南关区委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1654588097, 吉林省 吉林市,,,False,2022-06-06
4,14988387,6986508,569,6,14.0,0,W***,2022年二级建造师考试,你好楼书记，我是许昌的考生，今年6月11、12号的二级建造师考试，6月6日才能打印准考证但是地方疫情防控要求不一样，像我们许昌的考生去济源市考试的需要7天集中<label style='color:r...,1654499225,171.12.50.*,办理中,待回复,线上交办,0,0,河南省委书记楼阳生,求助,教育,微信小程序,,,,,0,1,,,,,,,0,0,1654588097, 河南省 郑州市,,,False,2022-06-06
5,14988348,4656892,4025,5,6.0,0,嘉***,德贤大街萱蕙路路口道路标线优化,建议优化方案如下：1、南向北方向，稍微向西移动隔离带，借用对向车道，设置4个车道，分别为一个左转，二个直行，一个单右转车道。,1654499070,222.133.1.*,待回复,待回复,未交办,0,0,德城区委书记,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1654651166, 山东省 德州市,,,False,2022-06-06
6,14986028,5031632,828,6,7.0,0,W***,太原吾悦广场,太原吾悦广场住宅什么时候动工，明年2023年7月15就要交房了现在才盖到14层，问开发商回复5月25号之前大规模复工要来1000人左右，说疫情来了太原要<label style='color:red'...,1654487613,221.205.38.*,待回复,待回复,未交办,0,0,太原市市长张新伟,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1654607255, 山西省 太原市,,,False,2022-06-06
7,14985571,6875683,986,2,6.0,0,闵***,沛县朱寨镇宪虎粮油店占道收麦损坏花草树木,沛县朱寨镇宪虎粮油店地磅秤占非机动车道经营收麦长达10年多，地磅秤占据路面2/3还多，下雨下雪天时地磅秤上滑造成人滑倒摔伤，宪虎粮油店为了方便毁坏路牙石<label style='color:red'...,1654485932,112.24.34.*,办理中,待回复,线上交办,0,1,徐州市市长王剑锋,投诉,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1654503637, 江苏省 徐州市,,,False,2022-06-06
8,14985191,6386563,597,6,7.0,0,W***,银川市国奥村小区违法隔离墙什么时候拆除,银川市国奥村小区内隔离墙，社区，街道，综合执法局，都明确了这道墙是违法建筑，目前所有手续都已经走完了，到了强拆时刻，街道说已经报告上级...,1654484491,106.45.15.*,待回复,待回复,未交办,0,0,宁夏回族自治区党委书记梁言顺,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1654502761, 湖南省 长沙市,,,False,2022-06-06
9,14984877,6942836,1148,6,7.0,0,W***,诚诚三英里小区交房问题,2.小区最后几栋楼被单独隔离开，没有任何基础设施。,1654483482,182.125.52.*,办理中,待回复,线下交办,0,0,新乡市市长魏建平,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1654754818, 河南省 新乡市,,,False,2022-06-06
0,14984806,6957887,4442,5,14.0,0,W***,庐阳中学北校区,加上要跨越主干道路，学生来来回回也比较危险，现在庐阳中学北校区，在金都华庭5期对面建校，明年6月开始招生，金都华庭离特别近，上学比较方便，家长接送也比较好，5期生源也多，国家现在相应就近入学，庐阳中学...,1654483280,114.102.132.*,待回复,待回复,未交办,0,1,庐阳区委书记,建言,教育,微信小程序,,,,,0,1,,,,,,,0,0,1654498659, 安徽省 宿州市,,,False,2022-06-06
1,14984020,6985249,1217,2,7.0,0,W***,黄埔区天虹花园围栏,黄埔区天虹花园自从海伦堡建了两栋新楼，卖楼时虚假宣传，我们旧楼不但地基被破坏，房子受损，环境受损，小区活动空间没了，白白吸了几年的灰尘和遭受严重的噪音污染，现在海伦堡新业主还要搞小区<label st...,1654480266,113.66.110.*,办理中,待回复,线上交办,0,0,广州市委书记林克庆,投诉,城建,微信小程序,,,,,0,1,0.0,,,,,,0,2,1654565681, 广东省 广州市,,,False,2022-06-06
2,14984016,6985359,805,6,7.0,0,会***,因疫情隔离无法回石家庄签署公积金征信授权书,4月份在石家庄公积金贷款买了放在，前段时间置业顾问说需要我去公积金管理中心签署一份征信授权书，本人已经居家隔离一个月，现在因昌平疫情又...,1654480253,124.126.137.*,办理中,待回复,线上交办,0,1,石家庄市委书记张超超,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1654609255, 北京市,,,False,2022-06-06
3,14984006,5182017,543,6,7.0,0,Z***,石家庄桥西区鑫界王府有隔离栏,鑫界王府小区高层业主投诉小区内隔离栅栏围墙是违建，严重侵犯高层业主享有的小区公共空间，公共道路和公共绿地.前几天看到万科翡翠书院也有同...,1654480202,27.185.2.*,办理中,待回复,线上交办,0,0,河北省委书记倪岳峰,求助,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1654609321, 河北省 石家庄市,,,False,2022-06-06
