,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
0,13540949,6202356,555,6,12.0,0,N***,随申码多次申诉无果无回复,2月5号从加拿大到上海，隔离21天后健康码没有从黄色转为绿色，在12345热线电话和随申办app多次申诉，没有结果，也没有任何信息回复...,1645973252,101.93.136.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1646041265, 上海市,False,2022-02-27
1,13540011,4253237,1147,2,7.0,0,一***,温莎城堡违章建筑拆除难,尊敬的领导您好，我是温莎城堡小区(绿都悦府)业主，小区未按规划图设计，私设隔离墙作为建筑，影响业主正常通行，导致业主无法享受公共绿化与...,1645970064,1.195.35.*,办理中,待回复,线下交办,0,0,新乡市委书记李卫东,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1646009057, 河南省 新乡市,False,2022-02-27
2,13536529,6176532,851,2,12.0,144,Z***,求核酸结果,青云小区三段核酸检测只有22日的结果，其余三次结果查询不到，之前被居家隔离，没人给上门核酸，也没有人问，做了第三次和第四次的全员核酸，...,1645956068,36.102.225.*,办理中,待回复,线上交办,0,0,包头市委书记孟凡利,投诉,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1646034541, 浙江省 杭州市,False,2022-02-27
3,13534875,0,4352,5,6.0,16,匿***,景兰大桥存在不安全因素,西桥头端右则超过三米高没栏杆，尤其是晚上易造行人安全重大隐患；另该桥路灯没有、中间隔离带也未完工。希望引起景洪市领导的高度重视！,1645949378,47.93.1.*,待回复,待回复,未交办,0,0,景洪市委书记,建言,交通,人民日报,,,,,0,1,,,,,,,0,0,1646036193,热心网友,False,2022-02-27
4,13534858,6200332,1133,6,2.0,0,W***,受疫情影响，无法如期参加公务员面试,对于完成集中隔离的考生尚处于居家隔离的次密接者能否在<label s...,1645949313,61.53.111.*,待回复,待回复,未交办,0,0,菏泽市委书记张新文,求助,政务,微信小程序,,,,,0,1,,,,,,,0,0,1646041531, 河南省 开封市,False,2022-02-27
5,13534410,3361389,1472,2,6.0,0,W***,微电园西坤路乱停车严重影响交通,望相关部门加大纠违力度，同时建议在西坤路和永年路路中间增加隔离栏，强制驱散乱停车现象，以上望领导重视！,1645947473,39.144.218.*,待回复,待回复,未交办,0,0,沙坪坝区区长肖庆华,投诉,交通,微信小程序,,,,,0,1,0.0,,,,,,0,1,1646041203, 北京市,False,2022-02-27
6,13531262,3421016,554,5,6.0,0,过***,哈尔滨市南岗区健平路、南昌路停车规划问题,"同时鲁商凤凰城南门道路被隔离带隔开，行人到对面公园极为不便，希望此处开设防止车辆穿行的人行护栏。
   以上两点请求，请省长于百忙之中...",1645935489,42.100.3.*,办理中,待回复,线下交办,0,1,黑龙江省省长胡昌升,建言,交通,黑龙江省政府网站,,,,,0,1,,,,,,,0,0,1645944364, 黑龙江省 哈尔滨市,False,2022-02-27
7,13529704,6198466,963,1,1.0,0,S***,关于隔离酒店设置的咨询,现在其中一家酒店成为了隔离酒店，并把主消防通道封死了，另一家酒店和其中两家餐饮及其他公司都正常运营，办公人员要从另一家酒店大堂穿过去，...,1645930815,124.78.253.*,待回复,待回复,未交办,0,0,闵行区委书记陈宇剑,咨询,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1646036568, 上海市,False,2022-02-27
8,13527594,4662557,3477,2,2.0,116,石***,低风险返连泉水街道社区,"本人从深圳低风险地区返连,请问领导是否需要进行居家隔离？盼复，谢谢。",1645925356,117.136.33.*,待回复,待回复,未交办,0,0,甘井子区委书记,投诉,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1645957797, 广东省 广州市,False,2022-02-27
9,13526272,4632472,550,2,6.0,0,王***,公路隔离护栏没人维修维护,沈辽路，高明至兰台路段上的隔离护栏经常被车撞歪，没人进行维修维护，七扭八歪的，一不注意就容易刮碰上。护栏设置缺少完善的警示标识。,1645921398,182.200.123.*,办理中,待回复,线下交办,0,0,辽宁省省长李乐成,投诉,交通,客户端,,,,,0,1,,,,,,,0,0,1645957733, 辽宁省 沈阳市,False,2022-02-27
0,13520049,4379235,582,5,12.0,0,y***,关于成渝双城经济圈新冠疫情联防联控的建议,按重庆市目前规定，中风险地区所在区县的其他乡镇（街道）要14天居家隔离+5次核酸（2月26日信息，下同）。在此规定之下，成都有中风险地...,1645881980,218.89.242.*,办理中,待回复,线上交办,0,0,重庆市市长胡衡华,建言,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1645950911, 四川省 成都市,False,2022-02-26
1,13519729,4154497,4112,2,1.0,0,好***,吴江区秋枫街与开平路路口车辆严重扰民,5.在道路两侧设置噪声隔离栏，严格隔绝噪声；6.对违反上述行为的车主严格处罚，绝不手软！,1645881234,223.106.41.*,待回复,待回复,未交办,0,1,吴江区委书记,投诉,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1645957733, 北京市,False,2022-02-26
2,13516127,6193806,824,5,6.0,0,z***,安次区廊泊路道路规格不合理,建议增加隔离护栏，画人行横道，增设红绿灯。远期规划建议道路加宽，作为进出城主要道路，经常拥堵。,1645872578,223.71.76.*,待回复,待回复,未交办,0,0,廊坊市市长杨燕伟,建言,交通,客户端,,,,,0,1,,,,,,,0,0,1645930634, 北京市,False,2022-02-26
3,13515507,6194423,813,6,12.0,0,W***,求助,您好，书记，我是信都区清山漫香林小区的一名居民，因我家小孩与一例太原密接家的小孩玩了一会，对于防疫政策，我万分支持，同意隔离，但是我们...,1645870643,183.198.52.*,办理中,待回复,线上交办,0,0,邢台市委书记钱三雄,求助,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1645957445, 河北省 石家庄市,False,2022-02-26
4,13510397,5431431,2823,5,7.0,0,独***,道路优化及提升通行便捷性和通行效率,增城中新镇时代倾城及佳源印象到中新地铁站道路路况差，噪音粉尘严重，随着周边楼盘的建设，周边生活的居民越来越多，建议优化道路将路面升级成沥青路面，双向四车道建议效仿黄埔道路，去除中间<label sty...,1645857787,218.107.13.*,办理中,待回复,线下交办,0,2,增城区委书记,建言,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1645930634, 广东省 广州市,False,2022-02-26
5,13509009,6173724,1289,2,14.0,0,清***,问题反映,高新区疫情管控小区（天府世家）学生上学实行双重标准，一部分小孩按政策回到小区居家隔离，一部分小孩（小区监控，门禁系统显示之前住在小区的...,1645853235,223.104.214.*,已办理,已办理,线上交办,0,0,成都市委书记施小琳,投诉,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1645957445, 山西省,False,2022-02-26
6,13507682,6190238,2886,2,7.0,0,深***,奥园尚雅花园二期防火墙不合理,我和我老公在2022.1.2号收楼验房的时候发现入户门口有一堵墙，与入户门间距只有大概1米多点，将逃生楼梯和窗户隔离在了外面，阻碍了0...,1645849210,183.14.134.*,待回复,待回复,未交办,0,0,惠城区委书记,投诉,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1645931579, 广东省 深圳市,False,2022-02-26
7,13507316,6081009,812,9,12.0,0,伍***,隔离点,相关人员已经取得联系，伙食在改善，服务也加强了，感谢领导，解决速度非常快。,1645847886,101.28.223.*,已办理,已办理,未交办,0,0,邯郸市市长樊成华,感谢,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1645926613, 河北省,False,2022-02-26
8,13506924,6190148,1237,2,7.0,0,晓***,惠州奥园尚雅花园二期交楼防火墙不合理,我在2022.1.2号收楼验房的时候发现入户门口有一堵墙，与入户门间距只有大概1米多点，将逃生楼梯和窗户隔离在了外面，阻碍了01及02...,1645846604,219.133.251.*,待回复,待回复,未交办,0,0,惠州市委书记刘吉,投诉,城建,手机浏览器,,,,,0,1,,,,,,,0,0,1645931579, 广东省 深圳市,False,2022-02-26
9,13506636,6190087,577,2,12.0,0,无***,防城回南宁集中隔离的问题,日从南宁出发去防城港市防城区，于2022年2月24日回南宁，23日在防城区城市便捷住宿（政务中心店）24日在晨华公园府上班，下午乘私家车（同行4人）回南宁，有疫情的峒中镇离防城区我所到的地方110 公...,1645845812,117.140.23.*,待回复,待回复,未交办,0,0,广西壮族自治区党委书记刘宁,投诉,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1646016359, 广西壮族自治区 南宁市,False,2022-02-26
0,13505677,4763242,3469,2,7.0,0,像***,人行道缺少隔离桩,于洪区东平湖街第一小学西墙与东平湖街之间的人行道缺少隔离桩 造成经常有机动车在人行道上行驶 行人走路很危险 希望相关部门安装<labe...,1645842989,123.189.8.*,待回复,待回复,未交办,0,0,于洪区委书记,投诉,城建,客户端,,,,,0,1,1.0,,,,,,0,1,1646015123, 辽宁省 鞍山市,False,2022-02-26
1,13504096,2259394,554,5,2.0,0,心***,经入境地隔离后返乡的政策咨询,本人及家属于2月9日经日本东京入境福建福州，于24日结束14日隔离，核算检测5次，并完成了双检双测均阴性后返回居住地佳木斯市，根据黑龙...,1645838365,2408:8438:5850:230b:8df0:d078:2a4d.*,办理中,待回复,线上交办,0,1,黑龙江省省长胡昌升,建言,政务,黑龙江省政府网站,,,,,0,1,,,,,,,0,0,1645879894,热心网友,False,2022-02-26
2,13493134,6182428,969,5,12.0,0,A***,防疫政策,即便要腾出更多住所为红码隔离所用，也应该征收人才公寓，减少使用中央空调酒店内交叉感染风险。,1645783255,220.196.194.*,待回复,待回复,未交办,0,0,松江区委书记程向民,建言,医疗,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1645970031, 江苏省 徐州市,False,2022-02-25
3,13491450,1694814,2450,5,1.0,0,低***,道路安全望重视,尊敬的领导你好，国道G342清丰106一直向东到s209中间隔离墩的增加给道路畅通安全增加了保障，但是这条路大货车特别多而且车速快，一...,1645778947,123.52.217.*,已办理,已办理,未交办,0,1,清丰县委书记,建言,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1645935311, 河南省 濮阳市,False,2022-02-25
4,13489735,3648436,1982,1,2.0,0,某***,在外游子申请调动相关事项咨询,因为新冠疫情的影响，医务工作者身先士卒，一直防疫阻击战的最前列，20年疫情方始，我就被抽调高速路口执勤点进行进出车辆的防疫工作，后来21年，由于“外方输入，内防扩散”的防疫政策，继续抽调到西安市境外航...,1645775101,61.185.165.*,待回复,待回复,未交办,0,0,秦都区委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1645934823, 陕西省 西安市,False,2022-02-25
5,13488363,4070749,806,6,6.0,0,Z***,反馈胜利大街古城路至翠屏路交通拥堵情况,"画在柳林南路起不到任何作用，且有可能有负面影响，此处有中间隔离桩，柳林南路出去无法北行，南行不用画网格线。
请相关部门再次核查，地点为...",1645772013,106.113.123.*,待回复,待回复,未交办,0,0,石家庄市市长马宇骏,求助,交通,客户端,,,,,0,1,1.0,,,,,,0,1,1645968039, 河北省 石家庄市,False,2022-02-25
6,13486354,6178805,865,5,14.0,0,哈***,疫情，开学时间,内蒙古自治区乌兰察布丰镇市现有3位密切接触者并未完成隔离14天与核酸检测要求，而且现在呼和浩特返回人员也未完成14天<label st...,1645767167,220.195.77.*,办理中,待回复,线上交办,0,0,乌兰察布市委书记隋维钧,建言,教育,客户端,,,,,0,1,,,,,,,0,0,1645950911, 浙江省 杭州市,False,2022-02-25
7,13481998,6175721,4217,6,12.0,0,宋***,工资问题,工资翻倍 翻倍七天 我听后 觉得很不错 便留下来继续工作 过年也一直在里面 后来过完年了 又告知 只翻倍五天 我听了心里也很不是滋味 但是好在还是能多赚这么多钱 工作至2月中旬 家中有事 我便辞职了 ...,1645758148,39.171.137.*,已办理,已办理,未交办,0,0,越城区委书记,求助,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1645883467, 北京市,False,2022-02-25
8,13479121,1912756,812,6,6.0,0,平***,人民路与世纪大街路口规划设置,小区本应由南出入口进出，去年有关部门在人民路设置隔离护栏，导致由西向东无法左转进入小区，需向东1公里左右掉头。,1645753520,101.28.209.*,办理中,待回复,线下交办,0,1,邯郸市市长樊成华,求助,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1645933284, 河北省,False,2022-02-25
9,13478957,6173911,1373,6,7.0,0,d***,开发商不办公积金,去年多次给公积金管理中心打电话02912329无法接通，12月份在市公积金管理中心平台留言，加上去年年底疫情原因，在家隔离。,1645753279,117.35.111.*,待回复,待回复,未交办,0,0,咸阳市委书记杨长亚,求助,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1645933284, 陕西省 咸阳市,False,2022-02-25
0,13478858,6172901,4442,5,6.0,0,一***,怀宁北路机动车借道非机动车道行驶严重,建议规范机动车驾驶秩序，在非机动车道上入口处中间设置隔离桶，并在非机动车道与机动车道之间路口设置限制机动车快速进入的<label st...,1645753109,112.32.58.*,待回复,待回复,未交办,0,0,庐阳区委书记,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1645933284, 上海市,False,2022-02-25
1,13471154,6169384,781,2,1.0,0,W***,私家车辆乱停，堵消防通道，影响交通,领导您好，该地点位于工农村尧山道，万通馨馨家园南门门口，1，此处为小区消防通道，地上明显标识黄色网格，并有隔离墩为界，但是<label...,1645713241,111.32.104.*,待回复,待回复,未交办,0,0,滨海新区区委书记连茂君,投诉,治安,微信小程序,,,,,0,1,,,,,,,0,0,1645956509, 北京市,False,2022-02-24
2,13470907,6168740,555,6,12.0,0,蓬***,随申码颜色错误滞留于隔离酒店,"领导您好，

我于2022年2月2日从英国抵沪，在政府分配的嘉定区隔离点进行了14+7，共计21天的酒店集中<label style=...",1645712751,58.246.155.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1645957280, 上海市,False,2022-02-24
3,13469771,5722495,1127,6,7.0,0,W***,紧靠居民楼的小路，机动车通行频繁扰民,尊敬的领导：齐河县城区怡心园居民楼西侧，有一条南北向市政小水泥路，路北端入口处原有的隔离柱（阻挡机动车通行）早已损坏，全天24小时不断...,1645710770,39.74.79.*,办理中,待回复,线下交办,0,0,德州市委书记田卫东,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,3,1645929786, 山东省 济南市,False,2022-02-24
4,13469047,6160569,2854,6,7.0,0,啊***,三水保利和堂玥高压线（220KV），求助退定,"尊敬的领导，本人在佛山三水市保利和堂玥（中荷花园）买房，出现如下几个问题困扰，恳请领导能协助处理：
     1.由于买的是期楼，看样板房时，所买的楼栋被<label style='color:red...",1645709512,182.135.36.*,办理中,待回复,线下交办,0,1,三水区委书记,求助,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1645929786, 四川省 乐山市,False,2022-02-24
5,13461888,4028248,873,1,2.0,0,W***,关于疫情防控,但是当我们解封后，需要社区提供隔离证明和相关正式文件时，被告知只能出具一个简单的情况说明，其中不能有任何“疫情”“防控”等字样。这样的...,1645699493,112.39.84.*,待回复,待回复,未交办,0,0,沈阳市委书记王新伟,咨询,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645885204, 上海市,False,2022-02-24
6,13460712,1690033,1367,2,7.0,0,马***,汽修店商铺破坏道路及路旁绿化带,浐灞三路保利心语花园楼下商铺新开一汽修店，店家为方便自己营业，直接破坏门口广场、停车位、盲道、人行道、绿化隔离带。破坏市政道路设施，为...,1645697950,117.136.50.*,待回复,待回复,未交办,0,1,西安市委书记方红卫,投诉,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645928603, 北京市,False,2022-02-24
7,13453822,6029693,3644,2,2.0,0,犁***,行程卡绿卡带星，核酸检测阴性不让入南丹,防控人员见司机绿的行程卡带星不听解释，可能是初五从南宁出发时经百色还是隆林时司机扫码进服务区，但当时百色疫情还没这么多，南丹防控人员硬是不给进，说有核酸证明也不准确，我说已订房了其中一防控员说，你要房...,1645688109,171.109.187.*,已办理,已办理,未交办,0,0,南丹县委书记,投诉,政务,客户端,,,,,0,1,,,,,,,0,0,1645927508, 广西壮族自治区 南宁市,False,2022-02-24
8,13450591,1434268,1289,1,7.0,0,i***,关于交通 环境卫生的几个问题,据了解，社区书记从去年起就跑二分局、城管局、街道办等到处协调，希望能通过安装中心隔离柱、增加违停摄像头等方式改善交通，但截至目前没有任...,1645684407,171.217.133.*,待回复,待回复,未交办,0,0,成都市委书记施小琳,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1645862196, 四川省 成都市,False,2022-02-24
9,13449851,2270634,1289,5,6.0,0,1***,关于双流区机场路常年拥堵不堪的一点思考,取消警官医院门口红绿灯；减少机场路往顺风地铁口红绿灯时间，当前2分多钟降到1分钟以内2.设置公交专用道或分时只允许公交车占用某一条道路（早上7-9，晚上6-8）3.机场路辅道安装&quot;机非<la...,1645683605,118.114.87.*,办理中,待回复,线上交办,0,0,成都市委书记施小琳,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1645858908, 四川省 成都市,False,2022-02-24
0,13448791,6152123,553,2,7.0,0,阿***,要求尽快安装天然气,黑河市孙吴县人行小区3号楼，我在一个星期之前就联系天然气公司要安装燃气，这都一个星期还没安装上，我多次打燃气电话不是告知我因为小区楼年头长属于老楼，安装燃气管道比较繁琐，要不就是工作人员在<label...,1645682539,221.211.165.*,办理中,待回复,线上交办,0,0,黑龙江省委书记许勤,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1645858908, 黑龙江省 黑河市,False,2022-02-24
1,13439924,6143753,1136,2,7.0,0,金***,中原区西悦城8号院疑似侵占用地红线,1、2号楼中间又拉围墙隔离小区，施工与宣传，规划不符，让只有6栋楼（其中一栋好像还是物业办公用房） 的小区更小，整体变得更加不规则。侵...,1645675684,123.52.10.*,待回复,待回复,未交办,0,0,郑州市市长何雄（代）,投诉,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1645852955, 河南省 郑州市,False,2022-02-24
2,13435086,6131840,1193,1,7.0,0,5***,尖山路交通混乱,这条道路目前没有任何中央隔离设施，平时两侧非机动车道都停满了车，早晚高峰的时候经常出现机动车逆向行驶，甚至占对向1到2根车道，也经常出...,1645672216,106.17.198.*,待回复,待回复,未交办,0,0,长沙市委书记吴桂英,咨询,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1645924248, 湖南省 长沙市,False,2022-02-24
3,13428066,6135618,843,5,7.0,0,B***,建议合理设置民心家园门口的隔离护栏,"建议合理设置民心家园门口的隔离护栏
忻州市民心家园与遗山公园中间的隔离</label...",1645667619,1.69.216.*,待回复,待回复,未交办,0,0,忻州市委书记朱晓东,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1645848131, 山西省 太原市,False,2022-02-24
4,13427857,6135441,1367,6,6.0,0,是***,三桥车城，天台路天天堵,路窄，红绿灯少，两边岔路多，双向车道中间没有隔离，没有绿化,1645667484,223.104.204.*,待回复,待回复,未交办,0,0,西安市委书记方红卫,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1645684373, 北京市,False,2022-02-24
5,13427137,6134650,944,6,12.0,0,D***,随申码申诉误判后申诉近10次，仍为黄码。,"但2月17日已经是我返沪第14天，并且已经街道已经解除对我的防疫隔离健康管理。
我的行程码和全国码都是正常的，且显示“未曾到达过中风险...",1645666955,101.80.49.*,已办理,已办理,未交办,0,0,黄浦区区长沈山州,求助,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1645848131, 上海市,False,2022-02-24
6,13425979,6133339,4207,6,1.0,0,h***,海宁长安镇逸品福邸小区三期门口长期乱停车,"每天早高峰这里要堵很长时间：
打12345，交警会来贴罚单，但明天照旧乱停放，依然堵；
中间做了隔离栏，但有点空位依然会乱停放，还是堵...",1645666095,125.118.88.*,待回复,待回复,未交办,0,0,海宁市委书记,求助,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1645847258, 浙江省 杭州市,False,2022-02-24
7,13424743,1344898,1774,2,6.0,0,李***,影响学生安全,金牛区育仁西路成外西宸校区门口24小时机动车违停行车道，非机动车隔离栏也成了火三轮的停车场，双向4车道道直接变成双向单车道严重影响学生...,1645665112,221.237.30.*,已办理,已办理,未交办,0,0,金牛区委书记,投诉,交通,客户端,,,,,0,1,,,,,,,0,0,1645847258, 四川省 成都市,False,2022-02-24
8,13420543,2148729,1029,6,1.0,0,做***,破坏隔离桩乱停车，侵占人行道路,肥西县桃花镇翠竹路名门御府周边长期存在私家车侵占人行道问题，特别是晚上问题特别严重，名门御府周边以外的陆续已经解决，但是名门御府的翠竹路周边一直没有处理，希望领导能够重视，处理问题时能做到一同处理！谢...,1645660065,223.246.56.*,待回复,待回复,未交办,0,0,合肥市委书记虞爱华,求助,治安,微信小程序,,,,,0,1,0.0,,,,,,0,1,1645846588, 安徽省 宿州市,False,2022-02-23
9,13415860,3819425,1387,6,6.0,0,一***,学校门口脏乱差，长年违停车辆违停,左侧又停放了好多车，还有重型车辆，导致道路更加拥挤，早上基本孩子和车辆交错通行，对孩子和行人造成极大的安全隐患，希望领导能不能联系相关部门将道路右侧停放车辆劝阻停放，最好能在高峰时期有交警指挥通行或装...,1645632522,36.142.178.*,待回复,待回复,未交办,0,0,兰州市委书记 朱天舒,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1645842729, 北京市,False,2022-02-23
0,13415744,1164056,1151,1,6.0,0,阿***,关于106国道的问题,现在我市境内的106国道上，基本上都修建了中央隔离带，那么将来中央隔离</label...,1645632258,223.89.38.*,办理中,待回复,线上交办,0,0,濮阳市委书记杨青玖,咨询,交通,客户端,,,,,0,1,0.0,,,,,,0,1,1645842729, 河南省 新乡市,False,2022-02-23
1,13415026,6095525,577,1,2.0,0,黑***,从百色德保县低风险地区返邕是否需要隔离？,本人2022年2月2日因探亲前往百色德保县荣华乡荣华村外屯，后德保县出现新冠疫情居家隔离至今，2月21日，德保县解除“不进不出”政策，...,1645630946,171.111.228.*,待回复,待回复,未交办,0,0,广西壮族自治区党委书记刘宁,咨询,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1645684525, 广西壮族自治区 南宁市,False,2022-02-23
2,13411815,1692331,1511,2,6.0,0,W***,老成渝铁路荣昌城区段深夜鸣笛扰民,老成渝铁路从荣昌城区穿城而过，已建成多年，旁边住宅小区较多，没有安装隔离栏杆，有极大的安全隐患，为了给行人提醒，必须鸣笛，但是深夜严重...,1645627066,101.206.170.*,待回复,待回复,未交办,0,0,荣昌区委书记卢红,投诉,交通,微信小程序,,,,,0,1,,,,,,,0,0,1645842106, 四川省 成都市,False,2022-02-23
3,13410276,2433664,1368,1,7.0,0,W***,西安有没有规划建设“国际健康驿站”呢？,想问一下咱们西安有没有计划建设国际健康驿站，来代替入境航班隔离酒店？,1645625420,1.80.170.*,待回复,待回复,未交办,0,0,西安市市长李明远,咨询,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1645671534, 陕西省 西安市,False,2022-02-23
4,13409256,6120537,541,1,1.0,0,牧***,隔离酒店的定价标准,本人第一次在网站留言咨询，希望能得到天津市相关领导的解答，非常感谢!,1645624339,39.144.82.*,办理中,待回复,线上交办,0,0,天津市委书记李鸿忠,咨询,治安,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1645841105, 北京市,False,2022-02-23
