,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
0,14077564,1814380,1337,5,7.0,0,m***,建议取消科新路滇缅大道至昌源北路段停车位,"取消泊位后的建议：
       首先 ：安装机、非隔离带，划出一条慢车道。消除机、非混行安全隐患，这样可以杜绝随意停车。其次，增加此...",1649520598,39.128.10.*,待回复,待回复,未交办,0,0,昆明市委书记刘洪建,建言,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649668108, 北京市,False,2022-04-09
1,14076429,6479728,2498,1,6.0,0,王***,外省低风险地区返回商城隔离政策咨询,领导好，请问从外省低风险地区回商城隔离政策是什么样的，我注意到河南省要求为三天两检即可。,1649511946,58.243.47.*,待回复,待回复,未交办,0,0,商城县委书记,咨询,交通,客户端,,,,,0,1,,,,,,,0,0,1649659294, 安徽省 合肥市,False,2022-04-09
2,14075234,1611627,3155,9,2.0,0,m***,社区的好干部，群众的贴心人,3月26日雅礼、中雅的师生及家属涉疫进行隔离。期间孩子转运至芙蓉区集中隔离</lab...,1649504161,222.247.96.*,待回复,待回复,未交办,0,0,芙蓉区委书记,感谢,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1649558228, 湖南省 长沙市,False,2022-04-09
3,14074792,6359491,2371,6,7.0,0,l***,孔雀城16号楼被孤立在小区外,孔雀城欺骗业主，原来规划的东大门位置改了，改过以后，全小区只有16号楼独栋被隔离出来了，16号楼单元门口的绿植被开发商拔了以后，又一次...,1649500880,61.158.148.*,待回复,待回复,未交办,0,0,新郑市委书记,求助,城建,客户端,,,,,0,1,0.0,,,,,,0,3,1649585271, 河南省 开封市,False,2022-04-09
4,14074302,6478715,1956,2,4.0,0,南***,北三环大明宫建材市场北门保安私人威胁客户赔偿,本人父亲于2022年4月9日16：40分左右进入北三环大明宫建材市场（北门），小车碰撞到北门入口路障桩，其中一个隔离墩破碎。,1649497189,117.136.50.*,待回复,待回复,未交办,0,0,未央区委书记,投诉,企业,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1649637790, 北京市,False,2022-04-09
5,14074270,6478725,1956,2,4.0,0,南***,大明宫建材市场北二环店乱收费,因进入大明宫市场，不小心挂到隔离墩。 大明宫建材市场保安直接张口要赔300元，因有事比较着急，经过一番讨论后赔了200块钱。没有提供任...,1649496922,116.30.121.*,待回复,待回复,未交办,0,0,未央区委书记,投诉,企业,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649578705, 广东省 深圳市,False,2022-04-09
6,14072868,6478027,1688,1,1.0,0,啊***,易县对博野县反易县人员隔离多长时间,各位领导你好我是一名货车司机3月31号去博野县小店镇送货自己开车去的6.30左右到的8点从厂子出来的，11.30左右到的家，1号接到通知让居家隔离</...,1649487899,223.104.103.*,办理中,待回复,线下交办,0,0,易县县委书记,咨询,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1649578705, 北京市,False,2022-04-09
7,14072769,5521247,3000,1,2.0,0,W***,关于国家政务服务平台健康码异常问题,是主动联系集中隔离？还是在家里等待？谢谢！,1649487197,116.178.220.*,待回复,待回复,未交办,0,0,昌吉市委书记,咨询,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649561362, 辽宁省 朝阳市,False,2022-04-09
8,14072697,4321237,1136,5,6.0,0,z***,黄河路为何不设置中间隔离护栏？,"但因为没有硬隔离，行人 非机动车随意横穿，机动车随意调头，路两侧违停严重，极大影响城市形象。
建议尽快合理设置<label style...",1649486734,39.148.224.*,待回复,待回复,未交办,0,0,郑州市市长何雄（代）,建言,交通,客户端,,,,,0,1,,,,,,,0,0,1649578705, 北京市,False,2022-04-09
9,14072309,4867716,815,1,13.0,0,W***,万枫酒店是否成为隔离点？是否符合要求,上林风景小区的商业楼万枫酒店是否成为隔离点？如果是做为隔离点。酒店紧...,1649484398,110.229.124.*,办理中,待回复,线上交办,0,0,保定市委书记党晓龙,咨询,环保,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649578705, 河北省 保定市,False,2022-04-09
0,14072274,6462204,5069,5,,0,W***,疫情之下，社区“人”“物”预防工作的薄弱点,(2）除医务和防疫人员，相关的特殊人员和社区在岗人员有没有接受过正确穿脱防护服和消毒隔离手卫生的培训？不能忽视上述人员，在本社区和社区...,1649484196,39.144.40.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,微信小程序,,,,,0,1,,,,,,,0,0,1649489059, 北京市,False,2022-04-09
1,14071454,6477296,4705,1,14.0,0,草***,低风险区家人返回新区后幼儿园要求幼儿隔离七天,4月8号家人从低风险区路过兰州返回新区后，幼儿园要求幼儿在家隔离七天后再上学。家人健康码，行程码物为绿码不带星号。请问是否合理？,1649478806,223.104.27.*,待回复,待回复,未交办,0,0,兰州新区党工委书记,咨询,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1649558228, 北京市,False,2022-04-09
2,14071337,6477244,5069,5,,116,W***,建议建立抗原初筛核酸复核制度,"并将初筛阳性的人员的及时隔离管控。最快15分钟即可有结果。
4，初筛阳性的人员再次核酸采样复核阳性后，转运至<label style=...",1649478029,14.122.130.*,待回复,待回复,未交办,0,0,国家卫生健康委员会主任、党组书记马晓伟,建言,,手机浏览器,,,,,0,1,,,,,,,0,0,1649510618, 广东省 湛江市,False,2022-04-09
3,14071135,6310973,981,6,7.0,0,新***,南工大片区被快速路阻隔出行不便,且快速路北侧的南工大区域无任何地铁规划，被严重隔离，路南侧有10号线和13号线很多站点，路北侧无任何地铁。,1649476653,117.136.45.*,办理中,待回复,线上交办,0,0,南京市委书记韩立明,求助,城建,客户端,,,,,0,1,,,,,,,0,0,1649583013, 江苏省 南京市,False,2022-04-09
4,14071072,3250884,2022,6,12.0,0,聆***,集中隔离问题反馈,尊敬的领导您好，本人于3月26和妻子从上海乘坐高铁返回老家洋县养伤，出站现场登记做核酸检测，被集中隔离到湖光轩酒店，原定7天集中<la...,1649476331,1.81.148.*,待回复,待回复,未交办,0,0,洋县县委书记,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649578705, 陕西省 汉中市,False,2022-04-09
5,14070686,5144755,1775,9,12.0,0,W***,感谢领导,隔离费用问题已经得到街道社区的帮助解决了，谢谢领导关注，谢谢街道社区帮助！谢谢政府！成都人民不排外！,1649474305,221.237.23.*,已办理,已办理,未交办,0,0,武侯区委书记,感谢,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1649558228, 四川省 成都市,False,2022-04-09
6,14070640,6284750,1135,5,7.0,0,E***,建议取消民航路中州大道入口,中州大道与金水路交叉口的拥堵，很大程度上是民航路车辆横穿中州大道到最内侧去金水路导致的，此处设计非常不合理，包括有些公交车也要横穿4个车道到最内侧车道去金水路，导致后方拥堵，建议取消民航路入口，或者在...,1649474040,115.60.196.*,办理中,待回复,线下交办,0,0,郑州市委书记安伟,建言,城建,客户端,,,,,0,1,,,,,,,0,0,1649582787, 河南省 郑州市,False,2022-04-09
7,14070519,6476863,751,2,7.0,0,W***,拆除开发商在保障房小区内违建栏杆,现要求长阳镇人民政府强制拆除清苑嘉园小区内的隔离设施（铁栅栏、铁艺门、施工围挡、绿植）。,1649473313,112.13.166.*,待回复,待回复,未交办,0,0,房山区委书记陈清,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1649560900, 浙江省 湖州市,False,2022-04-09
8,14070494,6284750,1135,2,6.0,0,E***,郑新快速路南四环辅路残破不堪,郑新快速路南四环快修5年了，现在还没法通行，辅路交通状况非常差，坑洼不平，下雨存水，辅路弯道过多，离隔离铁皮太近，非常危险，什么时候下...,1649473156,115.60.196.*,办理中,待回复,线下交办,0,1,郑州市委书记安伟,投诉,交通,客户端,,,,,0,1,,,,,,,0,0,1649578705, 河南省 郑州市,False,2022-04-09
9,14070165,6476698,3902,2,7.0,0,W***,华润海洋智慧小镇道路不通,小区出行的唯一道路与琅琊台路交汇的位置一直被隔离带堵着。咨询物业说是道路验收问题，已经持续半年多了，严重影响出行，想问一下政府这个道路...,1649471147,117.136.95.*,待回复,待回复,未交办,0,0,黄岛区委书记,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1649582787, 北京市,False,2022-04-09
0,14069794,6476482,5178,6,12.0,116,l***,就医求助,我姐是肺癌晚期，现住在汽车产业开发区兴顺东区，急需住院治疗，但是肿瘤医院的疗区不接收封控小区病人，封控小区的病人只能先在黄码区隔离观察...,1649469049,139.214.246.*,待回复,待回复,未交办,0,0,长春汽车经济技术开发区党工委书记,求助,医疗,客户端,,,,,0,1,,,,,,,0,0,1649489789, 吉林省 吉林市,False,2022-04-09
1,14069395,3715730,1136,5,6.0,0,史***,基于郑州市情不建议发展共享汽车产业,综上观察，产业园区道路因机动车和非机动车道硬隔离，没可能在非机动车道临停成第二排，所有找不到正规路边停车位的车主都是就近在附近道路或人...,1649466444,222.137.18.*,待回复,待回复,未交办,0,0,郑州市市长何雄（代）,建言,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649637790, 河南省 郑州市,False,2022-04-09
2,14069173,6429936,539,6,14.0,0,张***,请帮助解决非京户口孩子在京高考,尊敬的领导您好，我们是一个三口之家，2001年开始在北京工作，孩子出生后一直在北京上学，很快要上高中，目前非北京户口不能报考大学政策让我们很尴尬，如果回户籍地上学，一旦出现疫情，和现在在国外上学的孩子...,1649464943,111.31.211.*,办理中,待回复,线下交办,0,1,北京市委书记蔡奇,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1649558228, 天津市,False,2022-04-09
3,14069055,5199593,1491,5,7.0,0,W***,寿城水岸二号门这条公路希望加装隔离栅栏,寿城水岸二号门这条公路路窄，本来就只有两车道，还要过公交车，两边路上经常乱停乱放大车小车，每天交通堵塞不下十次！希望路中间加装栅栏，分离左右车道，杜绝乱停乱放，还大家一个通畅的交通环境！,1649464023,119.86.141.*,办理中,待回复,线上交办,0,0,长寿区委书记刘小强,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1649583013, 重庆市,False,2022-04-09
4,14068786,6475267,555,6,12.0,116,胡***,上海求医，请求将随申办黄码调整为绿码,28号接到九院住院部关闭通知，医生建议返回江苏淮安（全市低风险）等候入院通知，经申报后返淮，至今已13天，一直处于隔离中，每日核酸报告...,1649461507,36.152.75.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649489789, 北京市,False,2022-04-08
5,14068451,5470284,910,6,2.0,116,风***,返乡春耕问题,但柳河县姜家店乡要求返乡后居家隔离14天，期间不允许到地里干活。,1649458210,36.104.224.*,办理中,待回复,线下交办,0,0,通化市市长高山,求助,政务,客户端,,,,,0,1,,,,,,,0,0,1649489789, 浙江省 杭州市,False,2022-04-08
6,14067563,6325993,1338,6,12.0,0,W***,隔离费用过高,本人是3月30日从上海回昆明，一下飞机就被带到石林酒店隔离，下飞机时工作人员告诉我们...,1649432612,112.115.174.*,待回复,待回复,未交办,0,0,昆明市市长刘佳晨,求助,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1649578705, 云南省 昆明市,False,2022-04-08
7,14067327,6475530,1161,2,12.0,133,Z***,东方兰亭苑日月枫华酒店集中隔离点设置问题,李书记您好，根据《集中隔离医学观察点设置标准及管理技术指引》(第七版)中关于集中隔离...,1649430667,123.13.12.*,办理中,待回复,线上交办,0,0,商丘市委书记李国胜,投诉,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1649578705, 河南省 商丘市,False,2022-04-08
8,14067103,6475387,1160,1,14.0,0,杜***,高考体检,我从郑州回老家参加高考体检，但到家后隔离7天， 因为隔离错过了高考体...,1649428861,115.52.178.*,办理中,待回复,线上交办,0,0,南阳市市长王智慧,咨询,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1649637790, 河南省 南阳市,False,2022-04-08
9,14067016,1277215,1167,5,14.0,0,L***,关注疫情下孩子的健康,全国疫情都在上升期，我县疫情也很大影响了孩子的煅炼、居家隔离中给孩子们造成极大的身心健康，关键是还有一段时间解封，即使解封不知道能否正...,1649428205,223.89.148.*,待回复,待回复,未交办,0,0,驻马店市委书记鲍常勇,建言,教育,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649637790, 河南省 洛阳市,False,2022-04-08
0,14066324,6474914,3376,6,9.0,0,W***,着急回家水稻育苗,我是汤原镇种植水稻的农民，开春一直在地里的大棚里干活，26号回家一趟就被隔离在了清华c区6号楼，没有密接没有次密接，已经<label ...,1649424056,111.41.246.*,待回复,待回复,未交办,0,1,汤原县委书记,求助,三农,微信小程序,,,,,0,1,,,,,,,0,0,1649511842, 北京市,False,2022-04-08
1,14066210,6474874,1414,5,14.0,0,赟***,外地低风险地区返乐人员影响家中孩子上学。,当老师知道家里有外省返乐人员后必须要学生隔离。但是我舅未回家。未与学生本人接触。,1649423419,117.136.29.*,办理中,待回复,线上交办,0,0,海东市市长王华杰,建言,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1649511842, 青海省 西宁市,False,2022-04-08
2,14065449,4716245,541,5,2.0,116,瘾***,防疫期间，居民和居委会联系渠道相关建议,群里有一个住在同一小区的居委会负责劳动保障的姐姐（非网格员）总给大家热心解答问题，但不是网格员，有些事她也不太清楚，本身还有自己的工作要做，居民们难免有问题没法得到解答，尤其涉及外省市回津报备，甚至居...,1649418984,117.9.91.*,办理中,待回复,线上交办,0,0,天津市委书记李鸿忠,建言,政务,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1649637790, 天津市,False,2022-04-08
3,14064529,6468552,2825,6,11.0,0,W***,求助！！被拒绝支付本人该得工资！,三月一日当天做完诊所工作，晚上便到了抗疫前线，一直工作到26号，并于3月27日至4月2日于酒店隔离，之后逢清明假期，到6日诊所开业复工...,1649413202,202.60.135.*,待回复,待回复,未交办,0,0,福田区委书记,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649511842, 福建省,False,2022-04-08
4,14064135,6439642,5194,2,12.0,0,小***,核酸结果太慢,我从外地过来隔离，隔离期满，等核酸结果出来我才好回去。昨天做的核酸，...,1649411176,112.17.238.*,待回复,待回复,未交办,0,0,钱塘区委书记,投诉,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1649637790, 浙江省,False,2022-04-08
5,14063541,6473045,873,6,12.0,116,W***,居家隔离癌症患者急需化疗,领导，我是一名癌症晚期患者，二次化疗时间应为4月4日，现已超期四天，由于我4月1日在陆军总院中医科就过诊，就将我列为居家隔离黄码人员，...,1649408057,113.232.116.*,待回复,待回复,未交办,0,0,沈阳市委书记王新伟,求助,医疗,微信小程序,,,,,0,1,,,,,,,0,0,1649489789, 辽宁省 沈阳市,False,2022-04-08
6,14063222,1339018,1135,2,6.0,0,清***,郑州市中原区百花路229号宏江瀚苑群众出行难,主要原因是百花路硬隔离做的不彻底，中间没有钢管隔离，百花路两边到处都...,1649406513,222.143.29.*,办理中,待回复,线上交办,0,0,郑州市委书记安伟,投诉,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1649489789, 河南省 郑州市,False,2022-04-08
7,14063140,6472183,551,1,9.0,116,Z***,返乡种地,您好，我叫李**，现居住地址是长春市新区隆西社区兴华园B区，现在想返回公主岭杨大城子镇种地，但是返乡地通知需要集中隔离7天，自费，32...,1649406133,139.214.244.*,办理中,待回复,线下交办,0,0,吉林省委书记景俊海,咨询,三农,客户端,,,,,0,1,,,,,,,0,0,1649468003, 吉林省 吉林市,False,2022-04-08
8,14062957,6472958,3768,2,7.0,116,一***,投诉富力尚悦居物业用垃圾桶堵窗户,现在疫情严重，被隔离在家中的人的垃圾也扔在这，严重影响我们健康。现在防疫形势严峻，我们每天都消毒。因为垃圾桶阻塞，没办法开窗通风。该垃...,1649405411,117.61.246.*,待回复,待回复,未交办,0,1,小店区委书记,投诉,城建,客户端,,,,,0,1,1.0,,,,,,0,3,1649489789, 江苏省 宿迁市,False,2022-04-08
9,14061696,6429058,1223,2,6.0,0,W***,汕头市龙湖区珠江路中段,本人是住在珠江路龙都丽园的居民，自从门前马路修好后，中间的隔离栏没设置路口，给两边的居民日常生活带来了极大的不便！,1649399398,59.35.86.*,办理中,待回复,线下交办,0,0,汕头市委书记温湛滨,投诉,交通,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649491692, 广东省 汕头市,False,2022-04-08
0,14060999,6465233,2478,1,9.0,0,Z***,返乡是不是必须报备+集中隔离,我处于郑州市 带有农民工在这边干活，马上该农忙时刻，现农民工关注：返乡之后是否要执行14天集中隔离，如果因为<label style=...,1649395707,1.192.165.*,待回复,待回复,未交办,0,0,内乡县委书记,咨询,三农,PC浏览器,,,,,0,1,,,,,,,0,0,1649491460, 河南省 郑州市,False,2022-04-08
1,14060995,6471784,760,5,6.0,0,宫***,黄亦路瀛海镇南海家园路段道路中央隔离护栏损坏,大兴区黄亦路瀛海镇南海家园段道路中央隔离护栏年久失修，部分护栏基座已经锈蚀不堪，护栏片也大面积的锈蚀且摇摇欲坠，存在较大的安全隐患。,1649395674,114.247.189.*,办理中,待回复,线下交办,0,1,大兴区区长刘学亮,建言,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1649491460, 北京市,False,2022-04-08
2,14060588,6471560,1368,5,2.0,116,Z***,4月9号西安事业单位考试是否延期,有在外地上学西安户籍的应届生和还有在外地工作的，还有很多外省的同学，大家为了这次的考试都准备了很久，昨天西安突发疫情肯定给政府部门也带来了很大的负担和困扰，同学们今天在群里面也是各种忐忑，去考试面临回...,1649393654,61.158.149.*,待回复,待回复,未交办,0,0,西安市市长李明远,建言,政务,手机浏览器,,,,,0,1,,,,,,,0,0,1649491460, 河南省 开封市,False,2022-04-08
3,14059945,4623136,2365,5,7.0,0,g***,道路通行问题,1、保利海德公园与碧桂园国控天誉之间被绿化带隔离，未来海德公园居民在东南方向上班的下班回来需从中州大道绕行6公里才能到小区。非常不方便...,1649390180,1.198.30.*,待回复,待回复,未交办,0,0,金水区委书记,建言,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1649491460, 河南省 郑州市,False,2022-04-08
4,14059789,6470889,1252,6,6.0,0,一***,中开高速君华新城段隔离墙设计规划情况,"尊敬的肖市长：
         我是中山市居民，清楚“中开高速-深中通道”的重要性，也支持建设，同时我也是，火炬区君华新城的业主，中开高速高架桥从阳台边通过，目测距离不到30米，请问：关于君华新城段...",1649389571,113.110.201.*,待回复,待回复,未交办,0,0,中山市市长肖展欣,求助,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1649491460, 广东省 深圳市,False,2022-04-08
5,14059690,5270272,1219,5,12.0,0,我***,请组织能给抗疫医务人员学习提升网平台,我们是外省来深新冠医学观察隔离点抗疫医务人员，希望组织能考虑给我们这些医务人员网络学习平台，如全科医学，流行病学，传染病学并能颁发证书...,1649389133,219.133.64.*,待回复,待回复,未交办,0,0,深圳市委书记王伟中,建言,医疗,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649491460, 广东省 深圳市,False,2022-04-08
6,14058168,5129124,1368,2,1.0,0,蚂***,西安市碑林区仁厚庄小学周边经常有违停车辆,西安市碑林区仁厚庄小学周边经常有违停车辆，原本狭窄的道路，由于违停车辆导致接送孩子存在安全隐患，建议学校周边道牙以下安装禁停隔离桩，并...,1649383648,117.136.87.*,待回复,待回复,未交办,0,0,西安市市长李明远,投诉,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1649491022, 北京市,False,2022-04-08
7,14058073,3367441,1109,1,1.0,0,我***,目前在东营的务工的外籍人员，回低风险地区探亲,是否需要执行7+7，14天隔离政策。因疫情已经一个多月没回家了。,1649383254,222.174.119.*,待回复,待回复,未交办,0,0,东营市委书记杨国强,咨询,治安,客户端,,,,,0,1,,,,,,,0,0,1649491022, 山东省 东营市,False,2022-04-08
8,14057753,1933242,2853,5,7.0,0,何***,涛汇领御北侧道路请加装非机动车道隔离柱,“伦教涛汇领御北侧挡墙建设工程”即将完工，涛汇领域北侧道路即将通车，请施工单位在靠河堤的人行道两颗树之间迅速加装隔离桩或非机动车道<l...,1649381911,183.24.142.*,办理中,待回复,线下交办,0,0,顺德区委书记,建言,城建,PC浏览器,,,,,0,1,1.0,,,,,,0,1,1649491022, 广东省 梅州市,False,2022-04-08
9,14057559,3554721,592,2,12.0,0,W***,医院住院部环境堪忧,花园周围做好隔离就可以。让患者散心，舒缓精神。,1649381128,113.201.200.*,待回复,待回复,未交办,0,0,陕西省省长赵一德,投诉,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1649490510, 陕西省 西安市,False,2022-04-08
0,14057558,2015269,4700,2,7.0,0,a***,天府新区万东路绿化隔离带问题,万东路的中间绿化隔离带长期无人管理，请问连棵树都不准备种么？,1649381117,182.150.21.*,办理中,待回复,线下交办,0,0,天府新区党工委书记,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1649490510, 四川省 成都市,False,2022-04-08
1,14057297,1745887,1367,2,6.0,0,黄***,高陵泾渭新城泾渭路泾河桥北道路拥堵问题,近期，该路段的治理拥堵工作几乎没任何进展，仅在车城花园东门修建了一座人行过街天桥，多次呼吁要求修建非机动车道、人行道，实施非机动车、机动车、行人相互隔...,1649380197,113.140.19.*,待回复,待回复,未交办,0,0,西安市委书记方红卫,投诉,交通,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1649490510, 陕西省 西安市,False,2022-04-08
2,14057098,4450404,1135,2,7.0,0,米***,贾鲁河公园大量机动车在公园里面飞跑,贾鲁河公园位于陇海路与渠南路交叉口西南角，入口的隔离桩总是被人私自打开导致公园里面进入大量社会车辆，周末及节假日公园里面居然还会堵车，...,1649379287,202.111.152.*,待回复,待回复,未交办,0,0,郑州市委书记安伟,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1649490510, 河南省 郑州市,False,2022-04-08
3,14054952,6211573,539,2,6.0,0,木***,新宫至西红门路段地铁噪音,且地铁旁的兴华公园噪音巨大，只能作为隔离带，根本无法作为正常的休闲公园使用，希望能有妥善办法解决噪音问题，尽量减小，还附近居民一个正常...,1649343759,115.171.21.*,办理中,待回复,线下交办,0,0,北京市委书记蔡奇,投诉,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1649488114, 北京市,False,2022-04-07
4,14052911,6456398,591,6,14.0,0,W***,宝鸡的防疫政策致外省考生无法来宝鸡参加考试,宝鸡市对外省来宝人员的劝返或集中隔离14天的防疫政策，致使外省考生无法来宝鸡参加下周末的陕西省高等教育自学考试。希望领导及宝鸡市防疫办...,1649333807,124.89.86.*,待回复,待回复,未交办,0,0,陕西省委书记刘国中,求助,教育,微信小程序,,,,,0,1,,,,,,,0,0,1649486803, 陕西省 西安市,False,2022-04-07
