,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,mobile,tag,shisiwu,date
8,15082589,7034647,1219,5,13.0,0,清***,建筑工地噪声管控建言,目前北京、上海、广州等大城市已完成建筑施工噪声综合执法体制改革，将噪声建筑噪声监管纳入综合执法，通过综合施策，切实提高执法监督效果。,1655179201,119.123.165.*,待回复,待回复,未交办,0,0,深圳市委书记孟凡利,建言,环保,客户端,,,,,0,1,,,,,,,0,0,1655279723, 广东省 深圳市,,,False,2022-06-14
9,15081634,1235701,583,6,11.0,0,田***,未能返川会考，今年能增一次招考定向公务员,今年已近35岁了，是我最后一次定向乡镇公务员考试，但是3月在上海务工未能参加最后一次定向乡镇公务员考试。,1655175246,125.71.236.*,办理中,待回复,线上交办,0,0,四川省委书记王晓晖,求助,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1655279723, 四川省 成都市,,,False,2022-06-14
0,15081533,5690640,540,5,1.0,0,姚***,建议优化《北京市养犬条例》,建议优化《北京市养犬条例》像上海、深圳、成都等一线城市学习。,1655174875,114.246.194.*,待回复,待回复,未交办,0,0,北京市市长陈吉宁,建言,治安,客户端,,,,,0,1,,,,,,,0,0,1655365067, 北京市,,,False,2022-06-14
1,15081231,7033582,561,2,7.0,0,张***,投诉合肥孟邻公寓乱收订金,领导：您好，我2022年6月13号在合肥孟邻公寓租房子，因为本人刚从上海回来在酒店隔离，就委托本人弟弟去租房子，结果就稀里糊涂的就被他...,1655173675,114.97.158.*,待回复,待回复,未交办,0,0,安徽省委书记郑栅洁,投诉,城建,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1655279723, 安徽省 合肥市,,,False,2022-06-14
2,15080835,2417392,555,2,12.0,0,W***,上海复旦乳腺护士长态度恶劣,因我妈乳腺疾病来到上海复旦肿瘤医院接受治疗 入院前让准备载片 两次去嘉兴妇保院取回后又被感知需要病理诊断书 否则影响周四的手术 赶往嘉...,1655172002,101.84.172.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1655279723, 上海市,,,False,2022-06-14
3,15079117,6730916,565,6,7.0,0,夏***,恶意拖欠农民工工资,我们所有人的工资到现在还未结清 每个月只付一点点生活费  去年年底多次向昌南新区反映 也没有结果 无奈之下再离春节还有两天时间 我们几十位农民工都睡在昌南新区劳动局  实在没办法了最后在昌南新区劳动局...,1655161509,183.137.29.*,待回复,待回复,未交办,0,0,江西省委书记易炼红,求助,城建,客户端,,,,,0,1,0.0,,,,,,0,3,1655279723, 浙江省 湖州市,,,False,2022-06-13
4,15077218,7032353,2191,6,12.0,0,W***,新生儿医保报销报不了,一是社保卡，但是政务服务中心那里没有医保卡了，说是上海那边的工厂刚刚恢复生产，要等一段时间才能收到，但是也不说要等多久。,1655129958,117.150.45.*,待回复,待回复,未交办,0,0,谷城县委书记,求助,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655271903, 北京市,,,False,2022-06-13
5,15077181,7031190,778,6,4.0,0,W***,健身房停业后会员费不退还,，后续闭店不再营业，退出天津市场，截至2022年1月9日还未使用的会员卡时长，按照月均价格和剩余月数计算退钱，在2月28日前，门店前台一直有客服人员做相关的退卡登记工作，并张贴告示展示了撤店之后的两个...,1655129767,60.27.159.*,待回复,待回复,未交办,0,0,南开区区长孙剑楠,求助,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655279723, 天津市,,,False,2022-06-13
6,15076599,6566616,557,6,11.0,0,l***,江苏省双创博士申报,本人2020年6月份博士毕业与上海交通大学，7月份首次来江苏就业，已在现公司工作近2年，申报2022年度企业双创博士，因人事关系存在集...,1655126869,183.206.172.*,办理中,待回复,线上交办,0,0,江苏省委书记吴政隆,求助,就业,PC浏览器,,,,,0,1,,,,,,,0,0,1655279723, 江苏省,,,False,2022-06-13
7,15076169,7031726,557,1,11.0,0,曹***,还农民工血汗钱,尊敬的领导您好，本人及本人工友有九个人在江苏省苏州市吴江区汾湖理想城工地东边上海宝冶干水电安装，工地因为停工，欠我们工资118740元...,1655124494,223.104.122.*,办理中,待回复,线上交办,0,1,江苏省委书记吴政隆,咨询,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1655271903, 北京市,,,False,2022-06-13
8,15076032,2575556,4189,6,12.0,0,W***,城镇职工异地就医特病门诊报销,背景情况：家父去年10月确诊口腔癌，由于面部手术难度较高，肿瘤较大，于是在上海九院进行肿瘤切除以及后续的放化疗。于2021年10月完成...,1655123809,39.185.108.*,待回复,待回复,未交办,0,0,余姚市委书记,求助,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655279723, 浙江省 宁波市,,,False,2022-06-13
9,15075185,7031211,977,1,2.0,0,D***,流动团支部不审批,您好，我是2022届的本科毕业生，今年毕业团组织关系转出学校所在——上海政法学院，学校这边要求我们转入生源地所在的街道社区团组织，然后...,1655118652,101.85.87.*,待回复,待回复,未交办,0,0,奉贤区委书记李政,咨询,政务,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1655279723, 上海市,,,False,2022-06-13
0,15075094,7015823,556,2,11.0,0,W***,拖欠工资,本人于2021年6月至2022年3月于上海xx装饰设计事务所(普通合伙)工作（有签订劳动合同），公司拖欠本人2022年3月份的工资，6...,1655118014,180.162.114.*,待回复,待回复,未交办,0,0,上海市市长龚正,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655338556, 上海市,,,False,2022-06-13
1,15073869,7025674,555,5,7.0,0,W***,建议,我是一个单亲妈妈，离婚快10年，带着孩子在上海努力工作，拼搏奋斗，由于上海</lab...,1655111172,183.194.178.*,待回复,待回复,未交办,0,1,上海市委书记李强,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1655368573, 上海市,,,False,2022-06-13
2,15073068,7030068,970,5,7.0,0,W***,松江区洞泾镇庄泾苑采样时间不合理,现阶段上海所有小区为了方便居民都设置了常规化核酸点在规定时间内方便居民进行核酸检测，松江洞泾镇庄泾苑小区核算检测亭时间设置在每天9点-...,1655108018,116.228.0.*,已办理,已办理,未交办,0,0,松江区区长李谦,建言,城建,微信小程序,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-13
3,15072833,7029930,954,6,11.0,0,W***, 三个月不发工资,本人此前就职于上海云*电子商务有限公司，公司负责人刘*，欠薪长达3个月，虽然疫情，但是期间居家工作安排繁忙，每天交一堆报告和表格，视频...,1655107092,180.162.61.*,待回复,待回复,未交办,0,0,普陀区区长肖文高,求助,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655350551, 上海市,,,False,2022-06-13
4,15072771,7029896,545,2,7.0,0,安***,关于太原兴华西街赞城小区交通及停车问题,另外，赞城一期二期地下停车虽然交付了但资源有限，还很贵，售价14.8万元/20年使用权每个车位，比市里的售价都贵，即便购买的车位每年也有1200元管理费，比<label style='color:re...,1655106889,183.191.1.*,待回复,待回复,未交办,0,0,山西省委书记林武,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1655279723, 山西省 运城市,,,False,2022-06-13
5,15072266,4626861,947,2,4.0,0,W***,龙州路588号加油站拒绝加油,1、要求加油站将核酸要求调整至和上海发布一致，即72小时内核酸报告或24小时内有效核酸采样证明。2、要求市场监督管理局对这种私自提高核...,1655104971,101.86.250.*,待回复,待回复,未交办,0,0,徐汇区委书记曹立强,投诉,企业,微信小程序,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-13
6,15071926,7029458,778,6,4.0,0,W***,健身南开区东马路仁恒店闭店不予退费,，后续闭店不再营业，退出天津市场，截至2022年1月9日还未使用的会员卡时长，按照月均价格和剩余月数计算退钱，在2月28日前，门店前台一直有客服人员做相关的退卡登记工作，并张贴告示展示了撤店之后的两个...,1655103357,218.68.145.*,待回复,待回复,未交办,0,0,南开区区长孙剑楠,求助,企业,微信小程序,,,,,0,1,,,,,,,0,0,1655363612, 天津市,,,False,2022-06-13
7,15071493,7028954,778,6,4.0,0,W***,健身房撤店未退钱,，后续闭店不再营业，退出天津市场，截至2022年1月9日还未使用的会员卡时长，按照月均价格和剩余月数计算退钱，在2月28日前，门店前台一直有客服人员做相关的退卡登记工作，并张贴告示展示了撤店之后的两个...,1655101366,218.69.133.*,待回复,待回复,未交办,0,0,南开区区长孙剑楠,求助,企业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655279723, 天津市,,,False,2022-06-13
8,15070914,7028859,555,2,7.0,0,b***,情况反映,上海市疫情期间，除了高二高三以及初三学生复课外，其余学生都在家上网课，之前已经与宝山区宝山七村70-3**沟通说周一到周五上网课期间禁...,1655098425,180.168.195.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-13
9,15070226,5192202,593,1,12.0,0,W***,请求颅咽管瘤病患拉入慢性病报销范围 ,我是甘肃天水的一名颅咽管瘤患者，去年5月份在上海华山医院做的手术，手术很成功，一年内得去华山复查四次，平時在本地复查，网上购药，一年下...,1655094950,39.144.210.*,待回复,待回复,未交办,0,2,甘肃省委书记尹弘,咨询,医疗,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655136675, 北京市,,,False,2022-06-13
0,15069603,7028066,556,5,6.0,0,幸***,恳求19号地铁线增加浦江镇北部支线,领导您好，我是一名新上海人，目前我住在浦江镇北部景舒苑，每天要乘公交去8号线，早高峰经常上不去地铁，因为8号线是最小的地铁。,1655092167,114.93.187.*,待回复,待回复,未交办,0,0,上海市市长龚正,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-13
1,15069070,7027777,555,6,7.0,0,严***,一位60岁老人的求助,本人在上海松江区小昆山镇文南路 上海中海海昆房地产有限公司 开发的 ...,1655090033,223.74.154.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,城建,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1655109700, 广东省 广州市,,,False,2022-06-13
2,15067923,7027274,963,2,11.0,0,W***,拖欠工资,本人于2021年12月入职上海xx软件股份有限公司单位从事游戏平面设计工作，自2022年4月开始该公司恶意拖欠工资，目前拖欠本人202...,1655086199,112.65.61.*,待回复,待回复,未交办,0,0,闵行区委书记陈宇剑,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655279723, 上海市,,,False,2022-06-13
3,15067468,7027029,1136,2,4.0,0,网***,会员卡不让正常用,在上海**美之家理发店充的会员卡，**通美容美发造型收购上海**后，...,1655084236,1.192.168.*,已办理,已办理,未交办,0,0,郑州市市长何雄,投诉,企业,PC浏览器,,,,,0,1,,,,,,,0,0,1655279723, 河南省 郑州市,,,False,2022-06-13
4,15067409,2205769,1030,6,6.0,0,过***,上海购买新车无法回合肥上牌,本人是合肥人，在上海工作，3月初在上海购买了一辆领克牌（领克01燃油...,1655083996,61.152.168.*,已办理,已办理,未交办,0,0,合肥市市长罗云峰,求助,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1655089190, 上海市,,,False,2022-06-13
5,15067275,7022019,555,6,4.0,0,王***, 拖欠学生工资,我是3月27日通过上海xx劳务派遣有限公司的员工进入xx电子厂上班，当时承诺28一个小时，工时是到4月27号一个月，4月10号就发了1...,1655083350,61.158.148.*,待回复,待回复,未交办,0,0,上海市委书记李强,求助,企业,手机浏览器,,,,,0,1,,,,,,,0,0,1655279723, 河南省 开封市,,,False,2022-06-13
6,15067143,7026772,1220,6,2.0,0,m***,疫情防控咨询,我本人自2021年一直在深圳租房并在深圳工作， 22年2月底我到上海后恰逢疫情被滞留在<label style='color:red'...,1655082808,101.229.54.*,待回复,待回复,未交办,0,0,深圳市市长覃伟中,求助,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1655089190, 上海市,,,False,2022-06-13
7,15065428,7023628,555,2,11.0,0,W***,疫情期间公司以扣社保为由少发薪资,因5月份上海疫情，公司发布公告说明5月份按照上海市最低薪资标准发放工...,1655060648,117.183.106.*,已办理,已办理,未交办,0,0,上海市委书记李强,投诉,就业,微信小程序,,,,,0,1,0.0,,,,,,0,1,1655279723, 北京市,,,False,2022-06-12
8,15065415,7026366,555,2,2.0,0,上***,徐汇区江安路55弄梅花园小区业委会物业垄断,我们小区允许上海联通宽带接入小区，并且公开业委会关于小区调整物业费相关原始凭证，开会笔记，视频，录音等相关资料，公开小区近1年停车费收...,1655059999,183.192.56.*,待回复,待回复,未交办,0,0,上海市委书记李强,投诉,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-12
9,15065245,7024779,556,6,11.0,0,W***, 拖欠薪资及五险一金逾4月,本人自2021年7月22日至今就职于上海x湖百货有限公司，公司正常于次月20日发薪。但，自2022年2月至今公司拖欠工资未发，并且，自...,1655052922,101.228.48.*,已办理,已办理,未交办,0,0,上海市市长龚正,求助,就业,微信小程序,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-12
0,15065131,2382509,1775,2,13.0,0,w***,跑车长期深夜炸街，噪音严重扰民,"西派城D区租住户，四台上海牌照的跑车，长期深夜炸街，进停车场时故意深踩油门，噪音非常大，严重影响居民正常休息。
给物管反应多次无任何效...",1655050652,221.237.39.*,已办理,已办理,未交办,0,0,武侯区委书记,投诉,环保,客户端,,,,,0,1,0.0,,,,,,0,1,1655088298, 四川省 成都市,,,False,2022-06-12
1,15064811,4070860,556,2,4.0,0,清***,企业用工问题,宝山区顾村镇陆陈路275号，上海xx货运代理有限公司（xx速递宝山新顾村网点），我是2021年7月18号入职至2022年6月7号截止离...,1655047134,223.104.212.*,待回复,待回复,未交办,0,0,上海市市长龚正,投诉,企业,客户端,,,,,0,1,,,,,,,0,0,1655279723, 北京市,,,False,2022-06-12
2,15063554,6985275,1217,5,5.0,0,b***,加快引进高端商场,想问下什么时候能落实，也是促进广州做为国际消费中心城市的重要进展，万象城因为新溪那块地旧改拆迁进展过慢，skp是原本潭村马场那块地还没有谈妥，那半岛酒店长堤那块已经提了两年多了，能不能加快落实看到北京...,1655039064,120.231.118.*,办理中,待回复,线下交办,0,0,广州市委书记林克庆,建言,旅游,PC浏览器,,,,,0,1,,,,,,,0,0,1655088298, 广东省,,,False,2022-06-12
3,15063045,7025158,556,1,2.0,0,苏***,外地国五车辆什么时候可以迁进上海,随着国务院发文全国取消国五限迁政策，上海是否在其中，什么时候取消外地国五限迁。,1655035489,183.195.68.*,待回复,待回复,未交办,0,1,上海市市长龚正,咨询,政务,客户端,,,,,0,1,,,,,,,0,0,1655279723, 上海市,,,False,2022-06-12
4,15061598,7024289,556,6,7.0,0,乱***, 十多年房屋问题未解决 ,家中漏水已超过十年，振南物业和新桥居委一直以201居民不配合为由拖延工作，现在家中发霉严重，家里又有肺癌病人，还是残疾人，况且我尚未成家，上海</la...,1655024295,183.192.20.*,待回复,待回复,未交办,0,0,上海市市长龚正,求助,城建,手机浏览器,,,,,0,1,1.0,,,,,,0,1,1655279723, 上海市,,,False,2022-06-12
5,15060724,7023934,556,2,14.0,0,W***,上海南翔印象城蒂比艺术中心卷款逃跑,我2021年11月份在上海嘉定南翔印象城“蒂比艺术成长”报了舞蹈班，总培训费用11979元，总课程数：47节课，剩余37节，剩余金额9...,1655018415,117.143.7.*,待回复,待回复,未交办,0,1,上海市市长龚正,投诉,教育,微信小程序,,,,,0,1,,,,,,,0,0,1655108860, 上海市,,,False,2022-06-12
6,15060121,7023634,965,2,4.0,0,1***,求助,目前该门店在未告知消费者的情况下以倒闭并其他上海门店也倒闭。现无法联系任何人。恳请领导协助帮忙。,1655014198,117.135.89.*,待回复,待回复,未交办,0,0,嘉定区委书记陆方舟,投诉,企业,客户端,,,,,0,1,0.0,,,,,,0,1,1655279723, 上海市,,,False,2022-06-12
